proteinID_x	organism_x	description_x	valid_cds_x	proteinID_y	organism_y	description_y	valid_cds_y
G5BHY7	HG	standard	True	P56931	MM	standard	True
G5BHY8	HG	standard	True	Q5U464	MM	standard	True
G5BHZ0	HG	standard	True	Q8BPP0	MM	standard	True
G5BHZ3	HG	standard	True	Q8R4U7	MM	standard	True
G5BHZ4	HG	standard	True	Q6ZQ88	MM	standard	True
G5BHZ6	HG	standard	True	P14106	MM	standard	True
G5BHZ7	HG	standard	True	Q02105	MM	standard	True
G5BHZ8	HG	standard	True	P98086	MM	standard	True
G5BI00	HG	standard	True	Q6PCS8	MM	standard	True
G5BI04	HG	standard	True	Q9CQ52	MM	standard	True
G5BI06	HG	standard	True	Q05793	MM	standard	True
G5BI10	HG	standard	True	P09242	MM	standard	True
G5BI15	HG	standard	True	Q91XC8	MM	standard	True
G5BI17	HG	standard	True	O35927	MM	standard	True
G5BI20	HG	standard	True	Q99NH2	MM	standard	True
G5BI22	HG	standard	True	B2RVN1	MM	standard	True
G5BI23	HG	standard	True	Q9D4H8	MM	standard	True
G5BI24	HG	standard	True	P27699	MM	standard	True
G5BI25	HG	standard	True	Q924H7	MM	standard	True
G5BI27	HG	standard	True	Q8BVD5	MM	standard	True
G5BI35	HG	standard	True	Q9D581	MM	standard	True
G5BI36	HG	standard	True	Q8BZ36	MM	standard	True
G5BI37	HG	standard	True	Q91VU7	MM	standard	True
G5BI41	HG	standard	True	O54781	MM	standard	True
G5BI42	HG	standard	True	Q3UG20	MM	standard	True
G5BI45	HG	standard	True	Q9WUV0	MM	standard	True
G5BI50	HG	standard	True	P46471	MM	standard	True
G5BI51	HG	standard	True	P54103	MM	standard	True
G5BI52	HG	standard	True	Q9CXT8	MM	standard	True
G5BI53	HG	standard	True	Q8BH82	MM	standard	True
G5BI55	HG	standard	True	Q9CXD9	MM	standard	True
G5BI56	HG	standard	True	P03966	MM	standard	True
G5BI58	HG	standard	True	Q8BHZ0	MM	standard	True
G5BI63	HG	standard	True	P36993	MM	standard	True
G5BI65	HG	standard	True	Q8C167	MM	standard	True
G5BI69	HG	standard	True	Q3U829	MM	standard	True
G5BI71	HG	standard	True	Q69Z89	MM	standard	True
G5BI73	HG	standard	True	Q80W47	MM	standard	True
G5BI75	HG	standard	True	Q80WC3	MM	standard	True
G5BI77	HG	standard	True	E9PYR1	MM	standard	True
G5BI79	HG	standard	True	Q61553	MM	standard	True
G5BI80	HG	standard	True	P58283	MM	standard	True
G5BI83	HG	standard	True	Q8CFD4	MM	standard	True
G5BI84	HG	standard	True	P53368	MM	standard	True
G5BI85	HG	standard	True	Q9CPY0	MM	standard	True
G5BI86	HG	standard	True	Q9WTX8	MM	standard	True
G5BI92	HG	standard	True	Q9DBP5	MM	standard	True
G5BI94	HG	standard	True	Q60988	MM	standard	True
G5BI95	HG	standard	True	P22091	MM	standard	True
G5BIA6	HG	standard	True	Q9R1A8	MM	standard	True
G5BIA7	HG	standard	True	E9PZ87	MM	standard	True
G5BIB0	HG	standard	True	Q91XT4	MM	standard	True
G5BIB1	HG	standard	True	Q3UNZ8	MM	standard	True
G5BIB4	HG	standard	True	Q14BK3	MM	standard	True
G5BIB5	HG	standard	True	Q9ERD6	MM	standard	True
G5BIB7	HG	standard	True	Q7TQK5	MM	standard	True
G5BIC1	HG	standard	True	Q9JMB8	MM	standard	True
G5BIC9	HG	standard	True	Q02596	MM	standard	True
G5BID0	HG	standard	True	Q9ERT9	MM	standard	True
G5BID1	HG	standard	True	Q01065	MM	standard	True
G5BID4	HG	standard	True	Q8VD12	MM	standard	True
G5BID5	HG	standard	True	P61924	MM	standard	True
G5BID6	HG	standard	True	Q07279	MM	standard	True
G5BID8	HG	standard	True	Q61686	MM	standard	True
G5BID9	HG	standard	True	Q6P5C5	MM	standard	True
G5BIE0	HG	standard	True	Q08624	MM	standard	True
G5BIE1	HG	standard	True	P32043	MM	standard	True
G5BIE2	HG	standard	True	P10629	MM	standard	True
G5BIE3	HG	standard	True	P09025	MM	standard	True
G5BIE4	HG	standard	True	P09633	MM	standard	True
G5BIE5	HG	standard	True	P31257	MM	standard	True
G5BIE6	HG	standard	True	P31313	MM	standard	True
G5BIE7	HG	standard	True	Q8K5B8	MM	standard	True
G5BIE9	HG	standard	True	Q8CGU1	MM	standard	True
G5BIF1	HG	standard	True	Q3US59	MM	standard	True
G5BIF2	HG	standard	True	Q9WVA8	MM	standard	True
G5BIF3	HG	standard	True	P97473	MM	standard	True
G5BIF4	HG	standard	True	Q60700	MM	standard	True
G5BIF5	HG	standard	True	Q61990	MM	standard	True
G5BIF8	HG	standard	True	O89090	MM	standard	True
G5BIF9	HG	standard	True	Q8VI67	MM	standard	True
G5BIG0	HG	standard	True	P58742	MM	standard	True
G5BIG1	HG	standard	True	Q9JK81	MM	standard	True
G5BIG6	HG	standard	True	Q9WU28	MM	standard	True
G5BIG7	HG	standard	True	P60330	MM	standard	True
G5BIG9	HG	standard	True	P18911	MM	standard	True
G5BIH1	HG	standard	True	Q9DBE0	MM	standard	True
G5BIH4	HG	standard	True	E9Q9B3	MM	standard	True
G5BIH5	HG	standard	True	Q8CGB6	MM	standard	True
G5BIH8	HG	standard	True	P20444	MM	standard	True
G5BII2	HG	standard	True	P60122	MM	standard	True
G5BII3	HG	standard	True	Q9JHW4	MM	standard	True
G5BII6	HG	standard	True	O09100	MM	standard	True
G5BIK2	HG	standard	True	O35654	MM	standard	True
G5BIK3	HG	standard	True	Q9QVP4	MM	standard	True
G5BIK4	HG	standard	True	P52792	MM	standard	True
G5BIK5	HG	standard	True	Q9CQW1	MM	standard	True
G5BIK7	HG	standard	True	Q8R1N4	MM	standard	True
G5BIK9	HG	standard	True	Q9D0R4	MM	standard	True
G5BIL2	HG	standard	True	Q8CIE2	MM	standard	True
G5BIL6	HG	standard	True	Q8K2Y9	MM	standard	True
G5BIL8	HG	standard	True	Q91YM4	MM	standard	True
G5BIM3	HG	standard	True	A0A1B0GS61	MM	standard	True
G5BIM4	HG	standard	True	P47876	MM	standard	True
G5BIM5	HG	standard	True	P47878	MM	standard	True
G5BIM7	HG	standard	True	Q5SSZ5	MM	standard	True
G5BIN3	HG	standard	True	A2AKY4	MM	standard	True
G5BIN5	HG	standard	True	Q3U2K5	MM	standard	True
G5BIN6	HG	standard	True	Q80TB8	MM	standard	True
G5BIP1	HG	standard	True	Q6NZK8	MM	standard	True
G5BIP2	HG	standard	True	Q9ER42	MM	standard	True
G5BIP3	HG	standard	True	Q9WTU0	MM	standard	True
G5BIP4	HG	standard	True	Q6A0A9	MM	standard	True
G5BIP5	HG	standard	True	Q3UH66	MM	standard	True
G5BIP9	HG	standard	True	O88842	MM	standard	True
G5BIQ5	HG	standard	True	Q61481	MM	standard	True
G5BIQ6	HG	standard	True	Q8BKK4	MM	standard	True
G5BIQ7	HG	standard	True	Q922B9	MM	standard	True
G5BIQ8	HG	standard	True	Q60867	MM	standard	True
G5BIQ9	HG	standard	True	A2AQH1	MM	standard	True
G5BIR2	HG	standard	True	Q8C5N3	MM	standard	True
G5BIR3	HG	standard	True	Q8BXJ8	MM	standard	True
G5BIR5	HG	standard	True	Q80UK0	MM	standard	True
G5BIR7	HG	standard	True	Q91YI0	MM	standard	True
G5BIR8	HG	standard	True	O70281	MM	standard	True
G5BIR9	HG	standard	True	Q9JM13	MM	standard	True
G5BIS1	HG	standard	True	P70122	MM	standard	True
G5BIS8	HG	standard	True	A0A087WPF7	MM	standard	True
G5BIT1	HG	standard	True	Q8BWP5	MM	standard	True
G5BIT4	HG	standard	True	Q9Z0L8	MM	standard	True
G5BIT8	HG	standard	True	Q9DCB4	MM	standard	True
G5BIU2	HG	standard	True	Q9WU78	MM	standard	True
G5BIU3	HG	standard	True	Q8BRT1	MM	standard	True
G5BIU4	HG	standard	True	Q811S7	MM	standard	True
G5BIU5	HG	standard	True	Q8BH16	MM	standard	True
G5BIU7	HG	standard	True	Q9CYD3	MM	standard	True
G5BIV1	HG	standard	True	P23780	MM	standard	True
G5BIV3	HG	standard	True	Q1PSW8	MM	standard	True
G5BIV4	HG	standard	True	Q8BH15	MM	standard	True
G5BIV5	HG	standard	True	Q9CR27	MM	standard	True
G5BIV6	HG	standard	True	Q8R1Q8	MM	standard	True
G5BIW1	HG	standard	True	Q3ULJ0	MM	standard	True
G5BIW2	HG	standard	True	S4R1M9	MM	standard	True
G5BIX4	HG	standard	True	Q9D2F8	MM	standard	True
G5BIX5	HG	standard	True	O88811	MM	standard	True
G5BIY7	HG	standard	True	P33174	MM	standard	True
G5BIY9	HG	standard	True	Q9JL26	MM	standard	True
G5BIZ1	HG	standard	True	Q9WUL6	MM	standard	True
G5BIZ2	HG	standard	True	A2AB59	MM	standard	True
G5BIZ3	HG	standard	True	Q7TSI1	MM	standard	True
G5BIZ4	HG	standard	True	A2AWT3	MM	standard	True
G5BIZ6	HG	standard	True	O08576	MM	standard	True
G5BIZ8	HG	standard	True	P28798	MM	standard	True
G5BJ02	HG	standard	True	A2AG06	MM	standard	True
G5BJ06	HG	standard	True	O08810	MM	standard	True
G5BJ07	HG	standard	True	Q9D9P2	MM	standard	True
G5BJ09	HG	standard	True	P03995	MM	standard	True
G5BJ13	HG	standard	True	Q8K2J0	MM	standard	True
G5BJ20	HG	standard	True	Q3SXD3	MM	standard	True
G5BJ21	HG	standard	True	O54818	MM	standard	True
G5BJ25	HG	standard	True	Q8K1L2	MM	standard	True
G5BJ26	HG	standard	True	P01587	MM	standard	True
G5BJ29	HG	standard	True	P70271	MM	standard	True
G5BJ31	HG	standard	True	Q8CDE8	MM	standard	True
G5BJ34	HG	standard	True	Q811B3	MM	standard	True
G5BJ35	HG	standard	True	Q9D0R2	MM	standard	True
G5BJ36	HG	standard	True	P07744	MM	standard	True
G5BJ37	HG	standard	True	Q8VED5	MM	standard	True
G5BJ39	HG	standard	True	P11679	MM	standard	True
G5BJ40	HG	standard	True	P05784	MM	standard	True
G5BJ53	HG	standard	True	Q62443	MM	standard	True
G5BJ54	HG	standard	True	Q8K4Q0	MM	standard	True
G5BJ56	HG	standard	True	P0C0A3	MM	standard	True
G5BJ57	HG	standard	True	Q8BKX1	MM	standard	True
G5BJ58	HG	standard	True	Q80YE4	MM	standard	True
G5BJ59	HG	standard	True	Q62036	MM	standard	True
G5BJ60	HG	standard	True	Q3U3N6	MM	standard	True
G5BJ64	HG	standard	True	Q32M02	MM	standard	True
G5BJ65	HG	standard	True	A2ACJ2	MM	standard	True
G5BJ67	HG	standard	True	P09174	MM	standard	True
G5BJ69	HG	standard	True	Q8R0K4	MM	standard	True
G5BJ70	HG	standard	True	B1ATY8	MM	standard	True
G5BJ71	HG	standard	True	Q99LI8	MM	standard	True
G5BJ72	HG	standard	True	Q9DB15	MM	standard	True
G5BJ73	HG	standard	True	Q9QZD8	MM	standard	True
G5BJ75	HG	standard	True	Q3UGS4	MM	standard	True
G5BJ76	HG	standard	True	Q9D119	MM	standard	True
G5BJ77	HG	standard	True	P09103	MM	standard	True
G5BJ78	HG	standard	True	Q99PT1	MM	standard	True
G5BJ79	HG	standard	True	O08583	MM	standard	True
G5BJ80	HG	standard	True	Q9CPX9	MM	standard	True
G5BJ81	HG	standard	True	Q8K4P1	MM	standard	True
G5BJ82	HG	standard	True	Q922E4	MM	standard	True
G5BJ83	HG	standard	True	Q8BKJ9	MM	standard	True
G5BJ84	HG	standard	True	O54790	MM	standard	True
G5BJ85	HG	standard	True	Q922W5	MM	standard	True
G5BJ87	HG	standard	True	Q8R116	MM	standard	True
G5BJ88	HG	standard	True	Q8VBT9	MM	standard	True
G5BJ89	HG	standard	True	Q8C4X1	MM	standard	True
G5BJ90	HG	standard	True	Q8CIM1	MM	standard	True
G5BJ93	HG	standard	True	P08074	MM	standard	True
G5BJ95	HG	standard	True	Q99LD4	MM	standard	True
G5BJ96	HG	standard	True	Q8C2P3	MM	standard	True
G5BJ97	HG	standard	True	P19096	MM	standard	True
G5BJ98	HG	standard	True	Q6PHN1	MM	standard	True
G5BJA0	HG	standard	True	Q9DC28	MM	standard	True
G5BJA5	HG	standard	True	Q3U4H6	MM	standard	True
G5BJA7	HG	standard	True	Q9CYQ7	MM	standard	True
G5BJA9	HG	standard	True	Q3UCQ1	MM	standard	True
G5BJB0	HG	standard	True	Q9CR39	MM	standard	True
G5BJB2	HG	standard	True	Q8K274	MM	standard	True
G5BJB3	HG	standard	True	Q9ER35	MM	standard	True
G5BJB4	HG	standard	True	Q8BYA0	MM	standard	True
G5BJB5	HG	standard	True	Q3U129	MM	standard	True
G5BJB6	HG	standard	True	Q8VE43	MM	standard	True
G5BJC0	HG	standard	True	Q6PB75	MM	standard	True
G5BJC2	HG	standard	True	Q1HFZ0	MM	standard	True
G5BJC3	HG	standard	True	A0PJN4	MM	standard	True
G5BJC4	HG	standard	True	Q9CXU0	MM	standard	True
G5BJC5	HG	standard	True	E9Q286	MM	standard	True
G5BJC6	HG	standard	True	Q69Z28	MM	standard	True
G5BJD3	HG	standard	True	Q6X7S9	MM	standard	True
G5BJD4	HG	standard	True	E9Q2Y0	MM	standard	True
G5BJD6	HG	standard	True	O55201	MM	standard	True
G5BJD7	HG	standard	True	P14131	MM	standard	True
G5BJD9	HG	standard	True	P22893	MM	standard	True
G5BJE0	HG	standard	True	Q9DB91	MM	standard	True
G5BJE1	HG	standard	True	Q8K2T8	MM	standard	True
G5BJE2	HG	standard	True	Q80XS6	MM	standard	True
G5BJE3	HG	standard	True	Q9ERL7	MM	standard	True
G5BJE7	HG	standard	True	Q8VBU8	MM	standard	True
G5BJE8	HG	standard	True	P23589	MM	standard	True
G5BJF0	HG	standard	True	Q8K0P3	MM	standard	True
G5BJF1	HG	standard	True	Q8R124	MM	standard	True
G5BJF2	HG	standard	True	P52479	MM	standard	True
G5BJF5	HG	standard	True	Q8R0A7	MM	standard	True
G5BJF6	HG	standard	True	Q3V2J0	MM	standard	True
G5BJF7	HG	standard	True	Q3U3C9	MM	standard	True
G5BJF8	HG	standard	True	Q9D600	MM	standard	True
G5BJF9	HG	standard	True	Q8K1L6	MM	standard	True
G5BJG0	HG	standard	True	O70378	MM	standard	True
G5BJG2	HG	standard	True	P23611	MM	standard	True
G5BJG3	HG	standard	True	Q8CFZ4	MM	standard	True
G5BJG5	HG	standard	True	Q9D4J7	MM	standard	True
G5BJG6	HG	standard	True	P83870	MM	standard	True
G5BJG7	HG	standard	True	Q8VHG2	MM	standard	True
G5BJH0	HG	standard	True	Q8CBC7	MM	standard	True
G5BJH5	HG	standard	True	Q91V09	MM	standard	True
G5BJH7	HG	standard	True	P70315	MM	standard	True
G5BJH8	HG	standard	True	O54864	MM	standard	True
G5BJH9	HG	standard	True	Q9D8I3	MM	standard	True
G5BJI0	HG	standard	True	Q9Z2V5	MM	standard	True
G5BJI1	HG	standard	True	Q7TN89	MM	standard	True
G5BJI5	HG	standard	True	Q91VJ5	MM	standard	True
G5BJI8	HG	standard	True	Q62070	MM	standard	True
G5BJJ1	HG	standard	True	Q8VD04	MM	standard	True
G5BJJ2	HG	standard	True	Q64092	MM	standard	True
G5BJJ3	HG	standard	True	A2AEV7	MM	standard	True
G5BJJ7	HG	standard	True	Q56A08	MM	standard	True
G5BJJ9	HG	standard	True	Q80VL3	MM	standard	True
G5BJK2	HG	standard	True	Q9JIG7	MM	standard	True
G5BJK3	HG	standard	True	Q99JB6	MM	standard	True
G5BJL0	HG	standard	True	Q0P5X1	MM	standard	True
G5BJL1	HG	standard	True	Q8C8B0	MM	standard	True
G5BJL2	HG	standard	True	Q8K342	MM	standard	True
G5BJL3	HG	standard	True	Q9D3P9	MM	standard	True
G5BJL8	HG	standard	True	Q6DFV8	MM	standard	True
G5BJM1	HG	standard	True	Q9Z2H2	MM	standard	True
G5BJM3	HG	standard	True	Q61120	MM	standard	True
G5BJM7	HG	standard	True	Q8BS54	MM	standard	True
G5BJM9	HG	standard	True	Q6PFD5	MM	standard	True
G5BJN1	HG	standard	True	Q8BGW5	MM	standard	True
G5BJN8	HG	standard	True	Q3UMF9	MM	standard	True
G5BJN9	HG	standard	True	Q8BMS4	MM	standard	True
G5BJP0	HG	standard	True	A2AJT4	MM	standard	True
G5BJP1	HG	standard	True	Q8K387	MM	standard	True
G5BJP2	HG	standard	True	Q62447	MM	standard	True
G5BJP6	HG	standard	True	A0A286YCQ8	MM	standard	True
G5BJP9	HG	standard	True	O08918	MM	standard	True
G5BJQ1	HG	standard	True	Q8C1B7	MM	standard	True
G5BJQ2	HG	standard	True	Q8BZW2	MM	standard	True
G5BJQ4	HG	standard	True	Q9QXN0	MM	standard	True
G5BJQ6	HG	standard	True	Q3UYG1	MM	standard	True
G5BJQ7	HG	standard	True	Q8CDI6	MM	standard	True
G5BJR1	HG	standard	True	Q8BTS4	MM	standard	True
G5BJR2	HG	standard	True	Q8R2G4	MM	standard	True
G5BJR7	HG	standard	True	Q6KAS7	MM	standard	True
G5BJR9	HG	standard	True	Q62280	MM	standard	True
G5BJS1	HG	standard	True	Q9CWH6	MM	standard	True
G5BJS2	HG	standard	True	G5E8Z2	MM	standard	True
G5BJS8	HG	standard	True	Q8JZY2	MM	standard	True
G5BJS9	HG	standard	True	Q3UKZ7	MM	standard	True
G5BJT2	HG	standard	True	P49290	MM	standard	True
G5BJT3	HG	standard	True	Q5SW45	MM	standard	True
G5BJT5	HG	standard	True	Q5SW46	MM	standard	True
G5BJT7	HG	standard	True	Q7TNF8	MM	standard	True
G5BJU0	HG	standard	True	Q5ND04	MM	standard	True
G5BJU1	HG	standard	True	Q91XS1	MM	standard	True
G5BJU2	HG	standard	True	P28661	MM	standard	True
G5BJU3	HG	standard	True	Q5ND19	MM	standard	True
G5BJU8	HG	standard	True	Q9CPT3	MM	standard	True
G5BJV0	HG	standard	True	Q6ZQ12	MM	standard	True
G5BJV1	HG	standard	True	Q9CZ15	MM	standard	True
G5BJV5	HG	standard	True	Q91V10	MM	standard	True
G5BJV6	HG	standard	True	Q99NB1	MM	standard	True
G5BJV8	HG	standard	True	O89098	MM	standard	True
G5BJW2	HG	standard	True	Q99N57	MM	standard	True
G5BJW3	HG	standard	True	Q9ERV1	MM	standard	True
G5BJW4	HG	standard	True	D3Z393	MM	standard	True
G5BJW7	HG	standard	True	B2RX88	MM	standard	True
G5BJW8	HG	standard	True	G3X9K3	MM	standard	True
G5BJY0	HG	standard	True	Q5DU00	MM	standard	True
G5BJY2	HG	standard	True	O70362	MM	standard	True
G5BJY3	HG	standard	True	Q8BWF0	MM	standard	True
G5BJY5	HG	standard	True	Q9JJX7	MM	standard	True
G5BJY7	HG	standard	True	Q9CQR4	MM	standard	True
G5BJY8	HG	standard	True	Q99LU8	MM	standard	True
G5BJZ0	HG	standard	True	O88513	MM	standard	True
G5BJZ1	HG	standard	True	A0A286YCZ6	MM	standard	True
G5BJZ2	HG	standard	True	Q80U16	MM	standard	True
G5BJZ3	HG	standard	True	Q61419	MM	standard	True
G5BJZ5	HG	standard	True	Q91WD4	MM	standard	True
G5BJZ6	HG	standard	True	P49722	MM	standard	True
G5BJZ7	HG	standard	True	Q9DCI9	MM	standard	True
G5BK02	HG	standard	True	B2RXC5	MM	standard	True
G5BK09	HG	standard	True	Q9D1E6	MM	standard	True
G5BK10	HG	standard	True	P60898	MM	standard	True
G5BK11	HG	standard	True	D3YYM0	MM	standard	True
G5BK12	HG	standard	True	Q3U3T8	MM	standard	True
G5BK14	HG	standard	True	B9EHT4	MM	standard	True
G5BK16	HG	standard	True	Q3U276	MM	standard	True
G5BK18	HG	standard	True	Q9QWT9	MM	standard	True
G5BK19	HG	standard	True	Q9Z1B8	MM	standard	True
G5BK23	HG	standard	True	Q8CDC7	MM	standard	True
G5BK27	HG	standard	True	E9Q444	MM	standard	True
G5BK29	HG	standard	True	E9Q8T2	MM	standard	True
G5BK30	HG	standard	True	Q9ERK0	MM	standard	True
G5BK35	HG	standard	True	Q0VDT2	MM	standard	True
G5BK36	HG	standard	True	Q9JKS5	MM	standard	True
G5BK38	HG	standard	True	Q9D1A0	MM	standard	True
G5BK40	HG	standard	True	Q9JIM3	MM	standard	True
G5BK45	HG	standard	True	Q9D0E5	MM	standard	True
G5BK46	HG	standard	True	Q8BJ37	MM	standard	True
G5BK48	HG	standard	True	P56375	MM	standard	True
G5BK50	HG	standard	True	Q80YA9	MM	standard	True
G5BK51	HG	standard	True	A2AI76	MM	standard	True
G5BK53	HG	standard	True	Q9DC77	MM	standard	True
G5BK60	HG	standard	True	B1AR10	MM	standard	True
G5BK61	HG	standard	True	B1AR13	MM	standard	True
G5BK62	HG	standard	True	P23798	MM	standard	True
G5BK64	HG	standard	True	Q80XI4	MM	standard	True
G5BK65	HG	standard	True	Q9DBF7	MM	standard	True
G5BK66	HG	standard	True	Q9DAQ5	MM	standard	True
G5BK67	HG	standard	True	P62830	MM	standard	True
G5BK68	HG	standard	True	Q61792	MM	standard	True
G5BK69	HG	standard	True	A2A6H3	MM	standard	True
G5BK70	HG	standard	True	Q9DBK0	MM	standard	True
G5BK71	HG	standard	True	Q8R1J3	MM	standard	True
G5BK72	HG	standard	True	Q6P8J7	MM	standard	True
G5BK73	HG	standard	True	P70392	MM	standard	True
G5BK74	HG	standard	True	P13705	MM	standard	True
G5BK75	HG	standard	True	P00375	MM	standard	True
G5BK76	HG	standard	True	D3YUE4	MM	standard	True
G5BK77	HG	standard	True	Q80U44	MM	standard	True
G5BK80	HG	standard	True	Q5NC57	MM	standard	True
G5BK98	HG	standard	True	Q9D485	MM	standard	True
G5BKA1	HG	standard	True	P35922	MM	standard	True
G5BKA2	HG	standard	True	Q9D5Y1	MM	standard	True
G5BKA3	HG	standard	True	Q9CSP9	MM	standard	True
G5BKA5	HG	standard	True	Q8C9S4	MM	standard	True
G5BKA6	HG	standard	True	Q99MV1	MM	standard	True
G5BKA7	HG	standard	True	Q70UZ7	MM	standard	True
G5BKA9	HG	standard	True	Q8K4G5	MM	standard	True
G5BKB0	HG	standard	True	Q8CDM8	MM	standard	True
G5BKB1	HG	standard	True	Q8C0D0	MM	standard	True
G5BKB3	HG	standard	True	P97785	MM	standard	True
G5BKB4	HG	standard	True	Q810N9	MM	standard	True
G5BKB6	HG	standard	True	Q6P1B1	MM	standard	True
G5BKB7	HG	standard	True	Q9QYB5	MM	standard	True
G5BKB8	HG	standard	True	P50540	MM	standard	True
G5BKB9	HG	standard	True	Q8BGT7	MM	standard	True
G5BKC0	HG	standard	True	Q1HL35	MM	standard	True
G5BKC1	HG	standard	True	Q9CW03	MM	standard	True
G5BKC2	HG	standard	True	Q3UQS8	MM	standard	True
G5BKC3	HG	standard	True	Q61823	MM	standard	True
G5BKC7	HG	standard	True	Q91VE6	MM	standard	True
G5BKC8	HG	standard	True	Q61586	MM	standard	True
G5BKC9	HG	standard	True	O08524	MM	standard	True
G5BKD0	HG	standard	True	Q6TL19	MM	standard	True
G5BKD4	HG	standard	True	Q924A0	MM	standard	True
G5BKD6	HG	standard	True	Q80XB4	MM	standard	True
G5BKD7	HG	standard	True	P97864	MM	standard	True
G5BKD8	HG	standard	True	Q8BW88	MM	standard	True
G5BKD9	HG	standard	True	Q9JIC3	MM	standard	True
G5BKE0	HG	standard	True	Q8BZW8	MM	standard	True
G5BKE2	HG	standard	True	O70546	MM	standard	True
G5BKE7	HG	standard	True	Q8R164	MM	standard	True
G5BKE8	HG	standard	True	Q60855	MM	standard	True
G5BKE9	HG	standard	True	Q9JI75	MM	standard	True
G5BKF2	HG	standard	True	Q9D154	MM	standard	True
G5BKF3	HG	standard	True	Q91XU0	MM	standard	True
G5BKF4	HG	standard	True	Q5SUV5	MM	standard	True
G5BKF5	HG	standard	True	Q8K0C9	MM	standard	True
G5BKF9	HG	standard	True	Q9Z321	MM	standard	True
G5BKG0	HG	standard	True	Q8CGA0	MM	standard	True
G5BKG1	HG	standard	True	P63085	MM	standard	True
G5BKG3	HG	standard	True	Q9D787	MM	standard	True
G5BKG4	HG	standard	True	Q80VT5	MM	standard	True
G5BKG5	HG	standard	True	Q9ESP1	MM	standard	True
G5BKG6	HG	standard	True	Q80X53	MM	standard	True
G5BKG7	HG	standard	True	Q14BV6	MM	standard	True
G5BKG9	HG	standard	True	Q9JLZ6	MM	standard	True
G5BKH2	HG	standard	True	Q8BGH2	MM	standard	True
G5BKH3	HG	standard	True	Q9ES46	MM	standard	True
G5BKH4	HG	standard	True	Q9ERD8	MM	standard	True
G5BKH7	HG	standard	True	Q8C966	MM	standard	True
G5BKH9	HG	standard	True	Q9JIH2	MM	standard	True
G5BKI0	HG	standard	True	Q3UE31	MM	standard	True
G5BKI2	HG	standard	True	Q91YN1	MM	standard	True
G5BKI5	HG	standard	True	Q80VQ1	MM	standard	True
G5BKI6	HG	standard	True	Q5FW52	MM	standard	True
G5BKI8	HG	standard	True	B1AZR0	MM	standard	True
G5BKJ3	HG	standard	True	Q9DC63	MM	standard	True
G5BKJ7	HG	standard	True	Q9CR14	MM	standard	True
G5BKK0	HG	standard	True	Q5SP85	MM	standard	True
G5BKK1	HG	standard	True	Q8BPB5	MM	standard	True
G5BKK6	HG	standard	True	A0A087WP46	MM	standard	True
G5BKM2	HG	standard	True	Q9D1H9	MM	standard	True
G5BKM3	HG	standard	True	Q9WVS8	MM	standard	True
G5BKM4	HG	standard	True	Q9R1S0	MM	standard	True
G5BKM5	HG	standard	True	Q8CHU3	MM	standard	True
G5BKM6	HG	standard	True	Q9CX99	MM	standard	True
G5BKM7	HG	standard	True	Q5SWY7	MM	standard	True
G5BKM8	HG	standard	True	Q8R574	MM	standard	True
G5BKN0	HG	standard	True	O09110	MM	standard	True
G5BKN1	HG	standard	True	Q9DBW3	MM	standard	True
G5BKN6	HG	standard	True	Q9QYM8	MM	standard	True
G5BKN7	HG	standard	True	Q9CQX8	MM	standard	True
G5BKN9	HG	standard	True	Q925Q8	MM	standard	True
G5BKP5	HG	standard	True	Q8CHZ8	MM	standard	True
G5BKP7	HG	standard	True	Q80ZV0	MM	standard	True
G5BKP8	HG	standard	True	Q8BXH3	MM	standard	True
G5BKQ0	HG	standard	True	D3Z5V4	MM	standard	True
G5BKQ8	HG	standard	True	Q9D1Q1	MM	standard	True
G5BKQ9	HG	standard	True	Q8CE08	MM	standard	True
G5BKR1	HG	standard	True	D4AFX7	MM	standard	True
G5BKR2	HG	standard	True	Q80XL6	MM	standard	True
G5BKR4	HG	standard	True	Q7TNH6	MM	standard	True
G5BKR5	HG	standard	True	P61939	MM	standard	True
G5BKR9	HG	standard	True	Q8C7D2	MM	standard	True
G5BKS0	HG	standard	True	P59913	MM	standard	True
G5BKS5	HG	standard	True	Q9ESK9	MM	standard	True
G5BKS6	HG	standard	True	J3QPP8	MM	standard	True
G5BKS8	HG	standard	True	Q80TY4	MM	standard	True
G5BKT1	HG	standard	True	Q9Z1A1	MM	standard	True
G5BKT2	HG	standard	True	A0A338P6S8	MM	standard	True
G5BKT7	HG	standard	True	Q6NZA9	MM	standard	True
G5BKT8	HG	standard	True	D3YUP5	MM	standard	True
G5BKT9	HG	standard	True	Q8CIP4	MM	standard	True
G5BKU0	HG	standard	True	P07310	MM	standard	True
G5BKU2	HG	standard	True	Q91W40	MM	standard	True
G5BKU3	HG	standard	True	O08811	MM	standard	True
G5BKU5	HG	standard	True	Q76KJ5	MM	standard	True
G5BKU7	HG	standard	True	P13346	MM	standard	True
G5BKV0	HG	standard	True	Q6PDI6	MM	standard	True
G5BKV1	HG	standard	True	Q7TSJ6	MM	standard	True
G5BKV2	HG	standard	True	Q9ESJ0	MM	standard	True
G5BKV4	HG	standard	True	Q9CY45	MM	standard	True
G5BKV6	HG	standard	True	Q61371	MM	standard	True
G5BKV7	HG	standard	True	Q99KP3	MM	standard	True
G5BKW1	HG	standard	True	Q9CU65	MM	standard	True
