clusterNumber	bestScore_x	Organism_x	Score_x	proteinID_x	Bootstrap_x	bestScore_y	Organism_y	Score_y	proteinID_y	Bootstrap_y
7222	848	H.sapiens	1.0	Q92563	100%	848	M.musculus	1.0	Q9ER58	100%
7223	847	H.sapiens	1.0	Q9NX02	100%	847	M.musculus	1.0	Q4PLS0	100%
7224	847	H.sapiens	1.0	B1AL88	100%	847	M.musculus	1.0	Q8CCS2	100%
7225	847	H.sapiens	1.0	Q5T7W7	100%	847	M.musculus	1.0	Q3U269	100%
7226	847	H.sapiens	1.0	Q5SRI9	100%	847	M.musculus	1.0	Q6NXH2	100%
7227	847	H.sapiens	1.0	Q8NEB7	100%	847	M.musculus	1.0	Q3V140	100%
7228	847	H.sapiens	1.0	Q9GZT5	100%	847	M.musculus	1.0	P70701	100%
7229	847	H.sapiens	1.0	Q9Y6Q6	100%	847	M.musculus	1.0	O35305	100%
7230	847	H.sapiens	1.0	Q5VWJ9	100%	847	M.musculus	1.0	Q8CE50	100%
7231	847	H.sapiens	1.0	Q5MNZ9	100%	847	M.musculus	1.0	Q8R3E3	100%
7232	847	H.sapiens	1.0	Q14684	100%	847	M.musculus	1.0	Q91YK2	100%
7233	847	H.sapiens	1.0	P83110	100%	847	M.musculus	1.0	Q9D236	100%
7234	847	H.sapiens	1.0	Q8NAC3	100%	847	M.musculus	1.0	Q8K4C2	100%
7235	847	H.sapiens	1.0	Q8WW52	100%	847	M.musculus	1.0	Q8QZW3	100%
7236	847	H.sapiens	1.0	Q9NRI5	100%	847	M.musculus	1.0	Q811T9	100%
7237	847	H.sapiens	1.0	Q9BWW4	100%	847	M.musculus	1.0	Q9D032	100%
7238	847	H.sapiens	1.0	Q9NP61	100%	847	M.musculus	1.0	Q9D8S3	100%
7239	846	H.sapiens	1.0	P49411	100%	846	M.musculus	1.0	Q8BFR5	100%
7240	846	H.sapiens	1.0	P39656	100%	846	M.musculus	1.0	O54734	100%
7241	846	H.sapiens	1.0	P41219	100%	846	M.musculus	1.0	P15331	100%
7242	846	H.sapiens	1.0	B4DS77	100%	846	M.musculus	1.0	Q9CZN4	100%
7243	846	H.sapiens	1.0	Q6IPM2	100%	846	M.musculus	1.0	Q6PCQ0	100%
7244	846	H.sapiens	1.0	Q8N3R3	100%	846	M.musculus	1.0	Q66JZ4	100%
7245	846	H.sapiens	1.0	O00294	100%	846	M.musculus	1.0	Q9Z273	100%
7246	846	H.sapiens	1.0	Q9Y5L3	100%	846	M.musculus	1.0	O55026	100%
7247	846	H.sapiens	1.0	Q7Z6J9	100%	846	M.musculus	1.0	Q8C2A2	100%
7248	846	H.sapiens	1.0	Q9BRQ0	100%	846	M.musculus	1.0	Q80V76	100%
7249	846	H.sapiens	1.0	Q9NUP7	100%	846	M.musculus	1.0	Q8BYH3	100%
7250	846	H.sapiens	1.0	Q9UKC9	100%	846	M.musculus	1.0	Q8BH16	100%
7251	846	H.sapiens	1.0	Q9H490	100%	846	M.musculus	1.0	Q8K358	100%
7252	846	H.sapiens	1.0	Q8IUI8	100%	846	M.musculus	1.0	Q9Z2L7	100%
7253	845	H.sapiens	1.0	P55010	100%	845	M.musculus	1.0	P59325	100%
7254	845	H.sapiens	1.0	O00330	100%	845	M.musculus	1.0	Q8BKZ9	100%
7255	845	H.sapiens	1.0	Q15818	100%	845	M.musculus	1.0	Q62443	100%
7256	845	H.sapiens	1.0	Q86TL0	100%	845	M.musculus	1.0	Q8BGV9	100%
7257	844	H.sapiens	1.0	P60484	100%	844	M.musculus	1.0	O08586	100%
7258	844	H.sapiens	1.0	Q6ZV50	100%	844	M.musculus	1.0	D3YU81	100%
7259	844	H.sapiens	1.0	P50336	100%	844	M.musculus	1.0	P51175	100%
7260	844	H.sapiens	1.0	Q96QU6	100%	844	M.musculus	1.0	A2AIG8	100%
7261	844	H.sapiens	1.0	Q2M2Z5	100%	844	M.musculus	1.0	Q3UXL4	100%
7262	844	H.sapiens	1.0	Q5U5X8	100%	844	M.musculus	1.0	Q6PGH4	100%
7263	844	H.sapiens	1.0	O60243	100%	844	M.musculus	1.0	Q9QYK5	100%
7264	844	H.sapiens	1.0	Q5XG92	100%	844	M.musculus	1.0	Q8R0W5	100%
7265	844	H.sapiens	1.0	Q8N465	100%	844	M.musculus	1.0	Q8CIM3	100%
7266	844	H.sapiens	1.0	Q96LT4	100%	844	M.musculus	1.0	Q9DA37	100%
7267	844	H.sapiens	1.0	Q9Y5Q0	100%	844	M.musculus	1.0	Q9JJE7	100%
7268	844	H.sapiens	1.0	Q9Y2T3	100%	844	M.musculus	1.0	Q9R111	100%
7269	843	H.sapiens	1.0	P35503	100%	843	M.musculus	1.0	P70691	100%
7270	843	H.sapiens	1.0	O95232	100%	843	M.musculus	1.0	Q5SUF2	100%
7271	843	H.sapiens	1.0	Q14781	100%	843	M.musculus	1.0	P30658	100%
7272	843	H.sapiens	1.0	Q6NT32	100%	843	M.musculus	1.0	Q6AW46	100%
7273	843	H.sapiens	1.0	Q9UNS2	100%	843	M.musculus	1.0	O88543	100%
7274	843	H.sapiens	1.0	Q9HAT2	100%	843	M.musculus	1.0	P70665	100%
7275	843	H.sapiens	1.0	Q9NVA2	100%	843	M.musculus	1.0	Q8C1B7	100%
7276	843	H.sapiens	1.0	Q8TCT8	100%	843	M.musculus	1.0	Q9JJF9	100%
7277	842	H.sapiens	1.0	P32456	100%	842	M.musculus	1.0	Q01514	100%
7278	842	H.sapiens	1.0	O75351	100%	842	M.musculus	1.0	P46467	100%
7279	842	H.sapiens	1.0	P19235	100%	842	M.musculus	1.0	P14753	100%
7280	842	H.sapiens	1.0	P35408	100%	842	M.musculus	1.0	P32240	100%
7281	842	H.sapiens	1.0	P18825	100%	842	M.musculus	1.0	Q01337	100%
7282	842	H.sapiens	1.0	Q01851	100%	842	M.musculus	1.0	P17208	100%
7283	842	H.sapiens	1.0	Q6UX04	100%	842	M.musculus	1.0	Q3TKY6	100%
7284	842	H.sapiens	1.0	P48723	100%	842	M.musculus	1.0	Q8BM72	100%
7285	842	H.sapiens	1.0	Q6UX68	100%	842	M.musculus	1.0	Q5GH66	100%
7286	842	H.sapiens	1.0	Q8TAE7	100%	842	M.musculus	1.0	P59053	100%
7287	842	H.sapiens	1.0	O15287	100%	842	M.musculus	1.0	Q9EQR6	100%
7288	842	H.sapiens	1.0	O75462	100%	842	M.musculus	1.0	Q9JM58	100%
7289	842	H.sapiens	1.0	O60260	100%	842	M.musculus	1.0	Q9WVS6	100%
7290	842	H.sapiens	1.0	P49841	100%	842	M.musculus	1.0	Q9WV60	100%
7291	842	H.sapiens	1.0	Q8TEB7	100%	842	M.musculus	1.0	Q9D304	100%
7292	841	H.sapiens	1.0	P27797	100%	841	M.musculus	1.0	P14211	100%
7293	841	H.sapiens	1.0	P12694	100%	841	M.musculus	1.0	P50136	100%
7294	841	H.sapiens	1.0	P08651	100%	841	M.musculus	1.0	P70255	100%
7295	841	H.sapiens	1.0	P34969	100%	841	M.musculus	1.0	P32304	100%
7296	841	H.sapiens	1.0	Q05996	100%	841	M.musculus	1.0	P20239	100%
7297	841	H.sapiens	1.0	P48730	100%	841	M.musculus	1.0	Q9DC28	100%
7298	841	H.sapiens	1.0	Q86XR8	100%	841	M.musculus	1.0	Q8CEE0	100%
7299	841	H.sapiens	1.0	Q96JN0	100%	841	M.musculus	1.0	Q6ZPI3	100%
7300	841	H.sapiens	1.0	Q9BXF9	100%	841	M.musculus	1.0	Q6X6Z7	100%
7301	841	H.sapiens	1.0	Q14141	100%	841	M.musculus	1.0	Q9R1T4	100%
7302	841	H.sapiens	1.0	Q92599	100%	841	M.musculus	1.0	Q8CHH9	100%
7303	841	H.sapiens	1.0	Q96EK2	100%	841	M.musculus	1.0	Q8C966	100%
7304	841	H.sapiens	1.0	Q9H0B8	100%	841	M.musculus	1.0	Q8BZQ2	100%
7305	841	H.sapiens	1.0	Q9HAT8	100%	841	M.musculus	1.0	Q8BST6	100%
7306	841	H.sapiens	1.0	Q9Y3X0	100%	841	M.musculus	1.0	Q8VC31	100%
7307	841	H.sapiens	1.0	Q9UNE0	100%	841	M.musculus	1.0	Q9R187	100%
7308	841	H.sapiens	1.0	Q9Y4A8	100%	841	M.musculus	1.0	Q9WTM4	100%
7309	840	H.sapiens	1.0	P11511	100%	840	M.musculus	1.0	P28649	100%
7310	840	H.sapiens	1.0	Q5R3I4	100%	840	M.musculus	1.0	A3KMP2	100%
7311	840	H.sapiens	1.0	Q6VUC0	100%	840	M.musculus	1.0	Q6VUP9	100%
7312	840	H.sapiens	1.0	Q6PI26	100%	840	M.musculus	1.0	Q7TMX5	100%
7313	840	H.sapiens	1.0	P22234	100%	840	M.musculus	1.0	Q9DCL9	100%
7314	840	H.sapiens	1.0	Q96B86	100%	840	M.musculus	1.0	Q6PCX7	100%
7315	840	H.sapiens	1.0	Q8IWW8	100%	840	M.musculus	1.0	Q8R0N6	100%
7316	840	H.sapiens	1.0	Q05215	100%	840	M.musculus	1.0	Q9WUF2	100%
7317	840	H.sapiens	1.0	Q9BUY5	100%	840	M.musculus	1.0	Q8R1D1	100%
7318	840	H.sapiens	1.0	Q9BZP6	100%	840	M.musculus	1.0	Q91XA9	100%
7319	840	H.sapiens	1.0	Q9UJA5	100%	840	M.musculus	1.0	Q8CE96	100%
7320	839	H.sapiens	1.0	O15528	100%	839	M.musculus	1.0	O35084	100%
7321	839	H.sapiens	1.0	P00505	100%	839	M.musculus	1.0	P05202	100%
7322	839	H.sapiens	1.0	P48051	100%	839	M.musculus	1.0	P48542	100%
7323	839	H.sapiens	1.0	Q7Z340	99%	839	M.musculus	1.0	B2RUI1	99%
7324	839	H.sapiens	1.0	P24347	100%	839	M.musculus	1.0	Q02853	100%
7325	839	H.sapiens	1.0	O43934	100%	839	M.musculus	1.0	Q8BJ51	100%
7326	839	H.sapiens	1.0	Q96IP4	100%	839	M.musculus	1.0	D3Z5S8	100%
7327	839	H.sapiens	1.0	Q13501	100%	839	M.musculus	1.0	Q64337	100%
7328	839	H.sapiens	1.0	Q8WV93	100%	839	M.musculus	1.0	Q3V384	100%
7329	839	H.sapiens	1.0	O43913	100%	839	M.musculus	1.0	Q9WUV0	100%
7330	839	H.sapiens	1.0	Q5QJ74	100%	839	M.musculus	1.0	Q8C5W3	100%
7331	839	H.sapiens	1.0	Q10469	100%	839	M.musculus	1.0	Q921V5	100%
7332	839	H.sapiens	1.0	Q9UL49	100%	839	M.musculus	1.0	Q32NY8	100%
7333	839	H.sapiens	1.0	Q96AD5	100%	839	M.musculus	1.0	Q8BJ56	100%
7334	839	H.sapiens	1.0	P52597	100%	839	M.musculus	1.0	Q9Z2X1	82%
7335	839	H.sapiens	1.0	Q8WUX9	100%	839	M.musculus	1.0	Q8R1T1	100%
7336	839	H.sapiens	1.0	Q9BZE9	100%	839	M.musculus	1.0	Q8VBT9	100%
7337	839	H.sapiens	1.0	Q9H7B4	100%	839	M.musculus	1.0	Q9CWR2	100%
7338	839	H.sapiens	1.0	Q9UHJ6	100%	839	M.musculus	1.0	Q9D5J6	100%
7339	839	H.sapiens	1.0	Q9NY61	100%	839	M.musculus	1.0	Q9JKX4	100%
7340	838	H.sapiens	1.0	P08476	100%	838	M.musculus	1.0	Q04998	100%
7341	838	H.sapiens	1.0	Q14849	100%	838	M.musculus	1.0	Q61542	100%
7342	838	H.sapiens	1.0	Q96A11	100%	838	M.musculus	1.0	P61315	100%
7343	838	H.sapiens	1.0	Q96EX2	100%	838	M.musculus	1.0	Q3UF64	100%
7344	838	H.sapiens	1.0	Q8NCW0	100%	838	M.musculus	1.0	Q8K1S7	100%
7345	838	H.sapiens	1.0	Q8NBZ7	100%	838	M.musculus	1.0	Q91XL3	100%
7346	838	H.sapiens	1.0	Q96A83	100%	838	M.musculus	1.0	Q91VF6	100%
7347	837	H.sapiens	1.0	P55347	100%	837	M.musculus	1.0	O70477	100%
7348	837	H.sapiens	1.0	P54315	100%	837	M.musculus	1.0	Q5BKQ4	100%
7349	837	H.sapiens	1.0	P78356	100%	837	M.musculus	1.0	Q80XI4	100%
7350	837	H.sapiens	1.0	Q50LG9	100%	837	M.musculus	1.0	Q8BHA1	100%
7351	837	H.sapiens	1.0	Q92764	100%	837	M.musculus	1.0	Q497I4	100%
7352	837	H.sapiens	1.0	Q8NC56	100%	837	M.musculus	1.0	Q6DVA0	100%
7353	837	H.sapiens	1.0	Q8N6P7	100%	837	M.musculus	1.0	Q80XZ4	100%
7354	837	H.sapiens	1.0	Q8N6K7	100%	837	M.musculus	1.0	Q8C4H2	100%
7355	837	H.sapiens	1.0	Q9H3H1	100%	837	M.musculus	1.0	Q80UN9	100%
7356	837	H.sapiens	1.0	Q9HCP0	100%	837	M.musculus	1.0	Q8BTH8	100%
7357	837	H.sapiens	1.0	Q9Y2G5	100%	837	M.musculus	1.0	Q8VHI3	100%
7358	837	H.sapiens	1.0	Q9Y2T2	100%	837	M.musculus	1.0	Q9JKC8	100%
7359	836	H.sapiens	1.0	O43463	100%	836	M.musculus	1.0	O54864	100%
7360	836	H.sapiens	1.0	P10600	100%	836	M.musculus	1.0	P17125	100%
7361	836	H.sapiens	1.0	P16671	100%	836	M.musculus	1.0	Q08857	100%
7362	836	H.sapiens	1.0	O00148	100%	836	M.musculus	1.0	Q8VDW0	100%
7363	836	H.sapiens	1.0	Q7RTN6	100%	836	M.musculus	1.0	Q3UUJ4	100%
7364	836	H.sapiens	1.0	Q8NG48	100%	836	M.musculus	1.0	Q3U1D0	100%
7365	836	H.sapiens	1.0	Q6XE24	100%	836	M.musculus	1.0	Q8BWL5	100%
7366	836	H.sapiens	1.0	Q8WU79	100%	836	M.musculus	1.0	Q7TN29	100%
7367	836	H.sapiens	1.0	Q9UJ78	100%	836	M.musculus	1.0	Q3U2E2	100%
7368	836	H.sapiens	1.0	Q13887	100%	836	M.musculus	1.0	Q9Z0Z7	100%
7369	836	H.sapiens	1.0	Q9NRG4	100%	836	M.musculus	1.0	Q8R5A0	100%
7370	836	H.sapiens	1.0	Q9UNX9	100%	836	M.musculus	1.0	Q8JZN3	100%
7371	836	H.sapiens	1.0	Q9H3U5	100%	836	M.musculus	1.0	Q9DC37	100%
7372	835	H.sapiens	1.0	Q9GZZ6	100%	835	M.musculus	1.0	B2RX82	100%
7373	835	H.sapiens	1.0	P49407	100%	835	M.musculus	1.0	Q8BWG8	100%
7374	835	H.sapiens	1.0	Q6UXT9	100%	835	M.musculus	1.0	Q5F2F2	100%
7375	835	H.sapiens	1.0	O95171	100%	835	M.musculus	1.0	Q9EQG3	100%
7376	835	H.sapiens	1.0	Q8NHS4	100%	835	M.musculus	1.0	Q5M6W3	100%
7377	835	H.sapiens	1.0	Q96LT7	100%	835	M.musculus	1.0	Q6DFW0	100%
7378	835	H.sapiens	1.0	Q86XS8	100%	835	M.musculus	1.0	Q8VEM1	100%
7379	835	H.sapiens	1.0	Q9ULK6	100%	835	M.musculus	1.0	Q5DTZ6	100%
7380	835	H.sapiens	1.0	Q9Y251	100%	835	M.musculus	1.0	Q6YGZ1	100%
7381	835	H.sapiens	1.0	Q9Y4P8	100%	835	M.musculus	1.0	Q80W47	100%
7382	835	H.sapiens	1.0	Q96IJ6	100%	835	M.musculus	1.0	Q922H4	100%
7383	835	H.sapiens	1.0	Q96S66	100%	835	M.musculus	1.0	Q99LI2	100%
7384	835	H.sapiens	1.0	Q9NY64	100%	835	M.musculus	1.0	Q9JIF3	100%
7385	834	H.sapiens	1.0	Q9UJA9	100%	834	M.musculus	1.0	Q9EQG7	100%
7386	834	H.sapiens	1.0	A6NMK8	100%	834	M.musculus	1.0	Q6GQV1	100%
7387	834	H.sapiens	1.0	P51648	100%	834	M.musculus	1.0	P47740	100%
7388	834	H.sapiens	1.0	Q8N9I0	100%	834	M.musculus	1.0	P46097	100%
7389	834	H.sapiens	1.0	Q6PP77	100%	834	M.musculus	1.0	Q5GH68	100%
7390	834	H.sapiens	1.0	P30926	100%	834	M.musculus	1.0	Q8R493	100%
7391	834	H.sapiens	1.0	Q53EU6	100%	834	M.musculus	1.0	Q8C0N2	100%
7392	834	H.sapiens	1.0	Q7L4P6	100%	834	M.musculus	1.0	Q8C6D4	100%
7393	834	H.sapiens	1.0	Q16829	100%	834	M.musculus	1.0	Q91Z46	100%
7394	834	H.sapiens	1.0	Q96B67	100%	834	M.musculus	1.0	Q7TPQ9	100%
7395	834	H.sapiens	1.0	P49674	100%	834	M.musculus	1.0	Q9JMK2	100%
7396	834	H.sapiens	1.0	Q8NA72	100%	834	M.musculus	1.0	Q9DBS8	100%
7397	834	H.sapiens	1.0	Q99542	100%	834	M.musculus	1.0	Q9JHI0	100%
7398	834	H.sapiens	1.0	Q9ULJ1	100%	834	M.musculus	1.0	Q9D478	100%
7399	834	H.sapiens	1.0	Q9Y574	100%	834	M.musculus	1.0	Q9WV71	100%
7400	833	H.sapiens	1.0	O15151	100%	833	M.musculus	1.0	O35618	100%
7401	833	H.sapiens	1.0	A6NH21	100%	833	M.musculus	1.0	Q5XK03	100%
7402	833	H.sapiens	1.0	Q02962	100%	833	M.musculus	1.0	P32114	100%
7403	833	H.sapiens	1.0	Q9H2C1	100%	833	M.musculus	1.0	P61375	100%
7404	833	H.sapiens	1.0	Q86YD1	100%	833	M.musculus	1.0	Q91VU8	100%
7405	833	H.sapiens	1.0	Q9H6R6	100%	833	M.musculus	1.0	Q9CPV7	100%
7406	832	H.sapiens	1.0	O15178	100%	832	M.musculus	1.0	P20293	100%
7407	832	H.sapiens	1.0	O15427	100%	832	M.musculus	1.0	P57787	100%
7408	832	H.sapiens	1.0	P26572	100%	832	M.musculus	1.0	P27808	100%
7409	832	H.sapiens	1.0	O75312	100%	832	M.musculus	1.0	Q62384	100%
7410	832	H.sapiens	1.0	Q96M29	100%	832	M.musculus	1.0	G5E8A8	100%
7411	832	H.sapiens	1.0	Q6P4F1	100%	832	M.musculus	1.0	Q5F2L2	100%
7412	832	H.sapiens	1.0	Q5D0E6	100%	832	M.musculus	1.0	Q6PJN8	100%
7413	832	H.sapiens	1.0	Q9BV44	100%	832	M.musculus	1.0	P97770	100%
7414	832	H.sapiens	1.0	O95390	100%	832	M.musculus	1.0	Q9Z1W4	100%
7415	832	H.sapiens	1.0	Q9NWQ4	100%	832	M.musculus	1.0	Q6PE65	100%
7416	832	H.sapiens	1.0	Q9BSQ5	100%	832	M.musculus	1.0	Q8K2Y9	100%
7417	832	H.sapiens	1.0	Q96CB8	100%	832	M.musculus	1.0	Q9D168	100%
7418	832	H.sapiens	1.0	Q9NS86	100%	832	M.musculus	1.0	Q9JJK2	100%
7419	831	H.sapiens	1.0	A4D256	100%	831	M.musculus	1.0	Q6PFY9	100%
7420	831	H.sapiens	1.0	P05060	100%	831	M.musculus	1.0	P16014	100%
7421	831	H.sapiens	1.0	O75330	100%	831	M.musculus	1.0	Q00547	100%
7422	831	H.sapiens	1.0	P09529	100%	831	M.musculus	1.0	Q04999	100%
7423	831	H.sapiens	1.0	Q16445	100%	831	M.musculus	1.0	P16305	100%
7424	831	H.sapiens	1.0	P53677	100%	831	M.musculus	1.0	Q8R2R9	100%
7425	831	H.sapiens	1.0	Q86WU2	100%	831	M.musculus	1.0	Q7TNG8	100%
7426	831	H.sapiens	1.0	Q9BVI4	100%	831	M.musculus	1.0	Q8BHY2	100%
7427	831	H.sapiens	1.0	Q9UBZ4	100%	831	M.musculus	1.0	Q68G58	100%
7428	831	H.sapiens	1.0	Q92791	100%	831	M.musculus	1.0	Q8K2B0	100%
7429	831	H.sapiens	1.0	Q9GZL7	100%	831	M.musculus	1.0	Q9JJA4	100%
7430	830	H.sapiens	1.0	P09923	100%	830	M.musculus	1.0	F8VPQ6	100%
7431	830	H.sapiens	1.0	Q14500	100%	830	M.musculus	1.0	P52187	100%
7432	830	H.sapiens	1.0	A5PLL1	100%	830	M.musculus	1.0	Q3UUF8	100%
7433	830	H.sapiens	1.0	Q02790	100%	830	M.musculus	1.0	P30416	100%
7434	830	H.sapiens	1.0	P11801	100%	830	M.musculus	1.0	Q91YA2	100%
7435	830	H.sapiens	1.0	Q9UPR6	100%	830	M.musculus	1.0	E9Q5M4	100%
7436	830	H.sapiens	1.0	Q2MV58	100%	830	M.musculus	1.0	Q8BZ64	100%
7437	830	H.sapiens	1.0	Q99704	100%	830	M.musculus	1.0	P97465	100%
7438	830	H.sapiens	1.0	Q96I59	100%	830	M.musculus	1.0	Q8BGV0	100%
7439	830	H.sapiens	1.0	Q96P53	100%	830	M.musculus	1.0	Q8BUB4	100%
7440	830	H.sapiens	1.0	Q9H5U6	100%	830	M.musculus	1.0	Q8BKW4	100%
7441	830	H.sapiens	1.0	Q9UHH9	100%	830	M.musculus	1.0	Q80V72	100%
7442	830	H.sapiens	1.0	Q9P2R7	100%	830	M.musculus	1.0	Q9Z2I9	100%
7443	829	H.sapiens	1.0	P47972	100%	829	M.musculus	1.0	O70340	100%
7444	829	H.sapiens	1.0	P21579	100%	829	M.musculus	1.0	P46096	100%
7445	829	H.sapiens	1.0	P48637	100%	829	M.musculus	1.0	P51855	100%
7446	829	H.sapiens	1.0	O60861	100%	829	M.musculus	1.0	Q60780	100%
7447	829	H.sapiens	1.0	Q6NT76	100%	829	M.musculus	1.0	Q8BJA3	100%
7448	829	H.sapiens	1.0	Q8IWA6	100%	829	M.musculus	1.0	Q8C4J0	100%
7449	829	H.sapiens	1.0	Q96MY1	100%	829	M.musculus	1.0	Q6DIB4	100%
7450	829	H.sapiens	1.0	Q7Z2H8	100%	829	M.musculus	1.0	Q8K4D3	100%
7451	829	H.sapiens	1.0	Q9C030	100%	829	M.musculus	1.0	Q8BGE7	100%
7452	829	H.sapiens	1.0	Q9BQC3	100%	829	M.musculus	1.0	Q9CR25	100%
7453	829	H.sapiens	1.0	Q9NUQ7	100%	829	M.musculus	1.0	Q99K23	100%
7454	829	H.sapiens	1.0	Q9UKS6	100%	829	M.musculus	1.0	Q99JB8	100%
7455	828	H.sapiens	1.0	P02771	100%	828	M.musculus	1.0	P02772	100%
7456	828	H.sapiens	1.0	P19013	100%	828	M.musculus	1.0	P07744	100%
7457	828	H.sapiens	1.0	P35790	100%	828	M.musculus	1.0	O54804	100%
7458	828	H.sapiens	1.0	P17752	100%	828	M.musculus	1.0	P17532	100%
7459	828	H.sapiens	1.0	P24903	100%	828	M.musculus	1.0	P33267	100%
7460	828	H.sapiens	1.0	P42575	100%	828	M.musculus	1.0	P29594	100%
7461	828	H.sapiens	1.0	Q12891	100%	828	M.musculus	1.0	O35632	100%
7462	828	H.sapiens	1.0	Q13203	100%	828	M.musculus	1.0	P70402	100%
7463	828	H.sapiens	1.0	Q9NR50	100%	828	M.musculus	1.0	B1AUN2	100%
7464	828	H.sapiens	1.0	Q9H8N7	100%	828	M.musculus	1.0	E9Q5N9	100%
7465	828	H.sapiens	1.0	O00189	100%	828	M.musculus	1.0	Q9JKC7	100%
7466	828	H.sapiens	1.0	Q99680	100%	828	M.musculus	1.0	Q8BZL4	100%
7467	828	H.sapiens	1.0	Q92772	100%	828	M.musculus	1.0	Q9QUK0	100%
7468	827	H.sapiens	1.0	Q02928	100%	827	M.musculus	1.0	A2A974	92%
7469	827	H.sapiens	1.0	P05787	99%	827	M.musculus	1.0	P11679	100%
7470	827	H.sapiens	1.0	P06733	100%	827	M.musculus	1.0	P17182	100%
7471	827	H.sapiens	1.0	P02533	100%	827	M.musculus	1.0	Q61781	97%
7472	827	H.sapiens	1.0	Q92504	100%	827	M.musculus	1.0	Q31125	100%
7473	827	H.sapiens	1.0	P50458	100%	827	M.musculus	1.0	Q9Z0S2	100%
7474	827	H.sapiens	1.0	Q96FB5	100%	827	M.musculus	1.0	Q8BZG5	100%
7475	827	H.sapiens	1.0	Q96EA4	100%	827	M.musculus	1.0	Q923A2	100%
7476	827	H.sapiens	1.0	Q9NY37	100%	827	M.musculus	1.0	Q9R0Y1	100%
7477	826	H.sapiens	1.0	O15232	100%	826	M.musculus	1.0	O35701	100%
7478	826	H.sapiens	1.0	O14764	100%	826	M.musculus	1.0	P22933	100%
7479	826	H.sapiens	1.0	P07204	100%	826	M.musculus	1.0	P15306	100%
7480	826	H.sapiens	1.0	P05181	100%	826	M.musculus	1.0	Q05421	100%
7481	826	H.sapiens	1.0	Q14515	100%	826	M.musculus	1.0	P70663	100%
7482	826	H.sapiens	1.0	P17540	100%	826	M.musculus	1.0	Q6P8J7	100%
7483	826	H.sapiens	1.0	O14733	100%	826	M.musculus	1.0	Q8CE90	100%
7484	826	H.sapiens	1.0	Q6UWF7	100%	826	M.musculus	1.0	Q52KP5	100%
7485	826	H.sapiens	1.0	Q9NYS7	100%	826	M.musculus	1.0	O54929	100%
7486	826	H.sapiens	1.0	Q9Y6I7	100%	826	M.musculus	1.0	O54927	100%
7487	826	H.sapiens	1.0	Q92949	100%	826	M.musculus	1.0	Q61660	100%
7488	826	H.sapiens	1.0	Q6ZV70	100%	826	M.musculus	1.0	Q8CD19	100%
7489	826	H.sapiens	1.0	Q9BTY2	100%	826	M.musculus	1.0	Q99KR8	100%
7490	826	H.sapiens	1.0	Q9BT88	100%	826	M.musculus	1.0	Q9R0N3	100%
7491	826	H.sapiens	1.0	Q9Y646	100%	826	M.musculus	1.0	Q9WVJ3	100%
7492	825	H.sapiens	1.0	Q07002	100%	825	M.musculus	1.0	Q04899	100%
7493	825	H.sapiens	1.0	Q14CN4	100%	825	M.musculus	1.0	Q6IME9	100%
7494	825	H.sapiens	1.0	Q96JF0	100%	825	M.musculus	1.0	Q76K27	100%
7495	825	H.sapiens	1.0	Q8N4U5	100%	825	M.musculus	1.0	Q8K1H7	100%
7496	825	H.sapiens	1.0	Q9Y2Z9	100%	825	M.musculus	1.0	Q8R1S0	100%
7497	825	H.sapiens	1.0	Q9H313	100%	825	M.musculus	1.0	Q9D3A9	100%
7498	825	H.sapiens	1.0	Q9BZE2	100%	825	M.musculus	1.0	Q9JI38	100%
7499	824	H.sapiens	1.0	P14778	100%	824	M.musculus	1.0	P13504	100%
7500	824	H.sapiens	1.0	P12532	100%	824	M.musculus	1.0	P30275	100%
7501	824	H.sapiens	1.0	P30304	100%	824	M.musculus	1.0	P48964	100%
7502	824	H.sapiens	1.0	Q6ZMM2	100%	824	M.musculus	1.0	D3Z689	100%
7503	824	H.sapiens	1.0	Q03181	100%	824	M.musculus	1.0	P35396	100%
7504	824	H.sapiens	1.0	P25101	100%	824	M.musculus	1.0	Q61614	100%
7505	824	H.sapiens	1.0	P35527	100%	824	M.musculus	1.0	Q6RHW0	99%
7506	824	H.sapiens	1.0	Q01415	100%	824	M.musculus	1.0	Q68FH4	100%
7507	824	H.sapiens	1.0	Q15561	100%	824	M.musculus	1.0	Q62296	100%
7508	824	H.sapiens	1.0	Q8WU90	100%	824	M.musculus	1.0	Q3TIV5	100%
7509	824	H.sapiens	1.0	P36957	100%	824	M.musculus	1.0	Q9D2G2	100%
7510	824	H.sapiens	1.0	Q92754	100%	824	M.musculus	1.0	Q61312	100%
7511	824	H.sapiens	1.0	Q13148	100%	824	M.musculus	1.0	Q921F2	100%
7512	824	H.sapiens	1.0	Q9UJU5	100%	824	M.musculus	1.0	Q61060	100%
7513	824	H.sapiens	1.0	Q7L1Q6	100%	824	M.musculus	1.0	Q9CQC6	100%
7514	824	H.sapiens	1.0	Q9H3Z7	100%	824	M.musculus	1.0	Q80YU0	100%
7515	824	H.sapiens	1.0	Q6NYC1	100%	824	M.musculus	1.0	Q9ERI5	100%
7516	824	H.sapiens	1.0	Q9Y4X1	100%	824	M.musculus	1.0	Q6PDD0	99%
7517	823	H.sapiens	1.0	Q15554	100%	823	M.musculus	1.0	O35144	100%
7518	823	H.sapiens	1.0	O95429	100%	823	M.musculus	1.0	Q8CI61	100%
