proteinID_x,proteinID_y,%_identity,%_similarity,%_gaps,software
G5CA86,P21956,71.6,80.6,9.2,matcher
G5B363,Q9JK53,86.9,92.2,1.6,matcher
G5C658,Q3V0M2,71.0,78.9,6.3,matcher
G5BM85,Q91ZG2,97.5,98.8,0.0,matcher
G5BD42,Q9WTM4,58.5,68.7,9.3,matcher
G5C1Z7,Q9D0K1,89.6,94.1,0.0,matcher
G5ALH1,O54904,99.7,100.0,0.0,matcher
G5BFG1,O54927,91.0,95.8,0.0,matcher
G5BU60,E9Q0C6,32.3,47.6,12.6,matcher
G5BW49,D3Z689,82.1,87.2,0.8,matcher
G5AYL1,Q8K410,60.2,72.4,2.6,matcher
G5BBQ8,Q8K221,99.1,99.7,0.0,matcher
G5C7D5,Q80VM3,71.7,84.3,0.0,matcher
G5BPR0,Q9Z1S5,99.1,99.1,0.0,matcher
G5BXX7,Q9Z2H1,73.1,77.1,11.6,matcher
G5AQN1,O35864,99.1,100.0,0.0,matcher
G5ALS5,Q6IFZ9,74.1,82.1,1.2,matcher
G5BJU0,Q5ND04,90.3,94.7,0.3,matcher
G5BT03,Q3U4B4,81.8,90.6,0.0,matcher
G5B9Q1,Q8K0S0,98.5,99.1,0.0,matcher
G5B366,Q9D7Q1,68.4,77.4,7.3,matcher
G5AYF9,Q9R0N7,91.6,93.5,3.0,matcher
G5C2I8,Q61207,57.5,70.5,11.1,matcher
G5C9A5,Q8BFT6,76.6,84.5,0.5,matcher
G5BZZ2,Q91ZJ9,72.3,82.9,0.2,matcher
G5BYZ4,Q9QZC8,82.7,89.9,0.0,matcher
G5AS19,P30416,80.8,86.2,8.0,matcher
G5AR40,P56581,81.4,86.7,3.6,matcher
G5AM47,Q91YX5,87.6,94.6,0.0,matcher
G5AZ23,Q8BVW3,77.9,85.5,0.5,matcher
G5AKH0,Q9WVA3,100.0,100.0,0.0,matcher
G5BB69,Q8VC70,83.0,87.8,7.8,matcher
G5B070,Q9JHU9,83.0,87.3,6.7,matcher
G5BF23,Q921I2,75.9,85.5,0.2,matcher
G5B916,Q9DAJ2,80.4,90.2,0.0,matcher
G5BEK9,Q9CY18,91.2,96.4,0.0,matcher
G5BJ40,P05784,80.0,87.9,6.1,matcher
G5BIF3,P97473,92.1,94.5,0.3,matcher
G5C108,B2RWD2,80.3,91.0,0.0,matcher
G5BNM7,Q3UDR8,95.7,98.3,0.0,matcher
G5BL42,Q61457,81.3,90.1,0.5,matcher
G5B4R2,Q8R3R5,94.8,97.1,0.0,matcher
G5ATR1,Q61112,90.8,95.8,0.0,matcher
G5AWY1,Q9Z2F2,67.7,80.6,0.2,matcher
G5B6I6,Q9JI19,94.0,95.6,1.9,matcher
G5BT87,Q9ESB3,65.2,73.6,6.5,matcher
G5C0D5,Q99PJ0,94.1,95.5,3.1,matcher
G5B0T6,O88554,88.9,95.1,1.1,matcher
G5AUW8,P70460,86.1,90.3,2.4,matcher
G5AVW2,P70375,72.2,83.0,0.9,matcher
G5BHW0,D3Z2R5,93.0,95.9,0.0,matcher
G5B3I2,Q4VAH7,85.0,92.0,0.0,matcher
G5BI02,P22724,98.5,99.7,0.0,matcher
G5BNH0,P23708,98.3,98.6,0.6,matcher
G5C1S4,Q3U3E2,94.5,96.8,0.3,matcher
G5BKG0,Q8CGA0,76.9,84.3,0.2,matcher
G5C6B1,Q09014,82.3,91.0,1.3,matcher
G5BTR8,Q91ZH7,91.0,95.8,0.0,matcher
G5BXM9,Q9JKD9,71.7,78.3,5.0,matcher
G5ANA2,O54798,85.5,91.5,0.5,matcher
G5APT3,Q8BIQ3,77.5,83.1,3.7,matcher
G5AYW7,Q8JZL2,95.2,96.6,0.0,matcher
G5BVA8,P28047,97.2,98.8,0.0,matcher
G5BSU0,P97414,95.7,97.1,0.0,matcher
G5CAJ7,Q923S6,58.8,61.0,15.0,matcher
G5ASU9,O09113,100.0,100.0,0.0,matcher
G5ATA5,P41438,66.4,73.6,10.0,matcher
G5AUX3,Q0P543,70.3,76.2,11.0,matcher
G5AQI9,Q6PFX8,88.9,93.8,0.0,matcher
G5AM16,Q8BHB9,62.8,69.6,8.2,matcher
G5BH00,P70124,89.1,96.0,2.4,matcher
G5B684,Q8R0W1,84.7,89.2,0.5,matcher
G5BYE6,Q62420,97.6,98.8,0.0,matcher
G5BJ82,Q922E4,90.0,92.5,5.1,matcher
G5C3X5,Q9JIP4,85.7,91.8,0.3,matcher
G5AU22,B7ZNG4,56.4,64.9,8.8,matcher
G5ASV9,Q06138,99.1,99.1,0.0,matcher
G5B714,P35374,90.1,93.9,0.3,matcher
G5B778,Q61474,99.1,99.7,0.0,matcher
G5BTY2,G3UWD9,69.4,83.5,0.2,matcher
G5BHM6,Q04683,89.0,94.1,0.0,matcher
G5B1R1,Q8BZ52,85.8,90.0,0.0,matcher
G5BEM6,Q5SRT8,72.6,77.1,14.3,matcher
G5ARB4,Q9ER88,81.6,90.2,1.5,matcher
G5BHT9,Q80UY1,94.3,97.6,0.0,matcher
G5C183,Q01147,99.4,99.7,0.0,matcher
G5BTC9,Q8BFW7,82.8,87.4,0.3,matcher
G5C3A3,Q8BK63,92.3,92.3,7.7,matcher
G5BYS4,Q9QYJ3,95.3,96.5,0.0,matcher
G5C5W9,Q9D279,58.5,67.9,5.1,matcher
G5ATR4,A4Q9F3,60.6,69.0,6.0,matcher
G5AQK1,P70353,99.1,99.4,0.0,matcher
G5B2C1,P47809,100.0,100.0,0.0,matcher
G5BH10,Q5F204,71.2,84.8,1.1,matcher
G5BGM2,Q80VP9,91.0,95.3,0.0,matcher
G5BAS2,Q9WU19,89.7,95.9,0.0,matcher
G5BC26,Q9WVM8,75.5,88.2,0.0,matcher
G5BZQ7,Q8CIX8,67.4,76.4,1.9,matcher
G5AXQ3,E9Q1J0,81.1,88.4,1.3,matcher
G5BDF5,P17439,83.0,90.5,0.3,matcher
G5B704,Q64505,82.6,89.6,0.0,matcher
G5BYE3,P15409,91.7,97.1,0.0,matcher
G5AXK5,Q9D832,93.8,98.5,0.0,matcher
G5BYX8,Q3TXU5,89.7,95.4,0.0,matcher
G5B3R8,Q9D304,96.7,98.5,0.0,matcher
G5BFZ7,Q8K0L2,75.2,85.3,0.9,matcher
G5BGM3,Q99KG7,56.3,66.2,10.5,matcher
G5C939,Q3TMH2,78.0,89.5,0.7,matcher
G5BTC2,Q8BWU3,91.4,93.6,2.2,matcher
G5CAR2,Q61011,94.7,97.9,0.0,matcher
G5BNN7,Q9JIM1,74.1,83.7,0.9,matcher
G5BU91,Q9QZD9,99.1,100.0,0.0,matcher
G5C0J0,Q9JIZ5,97.9,98.2,0.3,matcher
G5BT59,P14246,69.8,76.0,16.5,matcher
G5BPA0,Q923U0,76.0,83.7,1.1,matcher
G5CBG6,Q9D3A9,89.5,94.5,0.0,matcher
G5AJZ8,O35226,89.3,91.6,3.9,matcher
G5AWC3,Q64732,97.8,99.1,0.0,matcher
G5C0E4,A6H630,75.6,86.2,0.5,matcher
G5AUR2,Q9D572,71.9,80.9,6.2,matcher
G5AYM3,Q9D2Y6,88.0,92.1,2.5,matcher
G5C9Y1,O35405,80.3,82.7,14.8,matcher
G5BVU6,Q3V3I2,93.5,96.9,0.0,matcher
G5C931,P68181,96.7,98.8,0.0,matcher
G5C3P3,Q6NTA4,95.9,98.5,0.0,matcher
G5AYT3,Q61880,98.2,99.7,0.0,matcher
G5B570,Q6NSR3,69.4,77.5,9.3,matcher
G5B2Y0,Q8BYN3,96.8,98.8,0.0,matcher
G5BC96,Q7TT79,49.6,61.6,6.9,matcher
G5BU48,P97343,92.9,93.2,1.4,matcher
G5BXU3,Q04886,87.9,90.4,0.6,matcher
G5C4X0,Q8JZW5,78.8,83.9,4.0,matcher
G5AKY1,P35803,98.2,98.8,0.0,matcher
G5AW77,Q3TT99,62.5,79.5,0.4,matcher
G5ATM6,Q6NS45,55.1,65.6,15.5,matcher
G5BBC4,P27106,65.3,71.0,6.8,matcher
G5BGM6,O88856,90.7,95.6,0.5,matcher
G5BVC8,E9Q7T7,63.1,68.9,19.0,matcher
G5B757,Q6ZQM0,89.2,91.7,1.7,matcher
G5AYQ1,Q9D7H3,90.2,95.9,0.0,matcher
G5CAL3,P23906,92.3,95.4,0.9,matcher
G5BB37,Q9D3D0,94.5,97.7,0.0,matcher
G5C9L9,Q8BQH6,85.2,91.4,0.0,matcher
G5AVG0,D3Z6V6,79.2,90.0,0.0,matcher
G5AZS7,P04202,90.1,94.6,0.0,matcher
G5AWQ4,Q3V0L5,58.4,71.8,6.9,matcher
G5BF04,P58749,92.8,96.0,1.4,matcher
G5BKU7,P13346,94.4,97.1,0.6,matcher
G5BH72,Q07646,97.9,99.4,0.0,matcher
G5AYN8,Q8K4L4,77.4,81.2,15.7,matcher
G5B2N3,Q9CW73,97.6,98.2,0.9,matcher
G5BKJ8,Q8BN21,68.3,78.7,1.4,matcher
G5BHY1,Q8R059,93.9,96.5,0.0,matcher
G5BZR6,Q6PGK7,89.9,93.5,0.0,matcher
G5BKQ6,Q9D665,82.2,90.4,0.3,matcher
G5C371,Q8BZX4,72.9,79.8,15.2,matcher
G5C9E3,Q8BS90,66.9,73.2,8.7,matcher
G5AVX4,O70172,91.7,93.9,4.4,matcher
G5B481,P32299,84.1,91.5,0.5,matcher
G5ASI2,Q6IE26,90.5,96.0,0.0,matcher
G5B9W7,Q61152,74.4,81.2,0.2,matcher
G5BTU0,O35710,83.7,85.9,7.8,matcher
G5AXF7,Q99PT3,93.0,94.2,0.6,matcher
G5BMC4,Q8BUB6,97.2,98.8,0.0,matcher
G5BHK7,Q8VCA5,74.9,83.6,0.0,matcher
G5B4Y3,Q9JJT0,89.6,93.6,0.3,matcher
G5C7A8,Q8VEM1,97.0,98.8,0.0,matcher
G5CBK6,Q99JY0,86.9,91.0,6.4,matcher
G5ATW5,Q80SY3,93.1,97.1,0.0,matcher
G5BJY1,Q5NCE8,87.1,94.8,0.0,matcher
G5B285,Q99L27,93.9,98.6,0.0,matcher
G5BRF8,Q8CI66,84.6,89.1,2.0,matcher
G5C928,Q7TND5,92.6,94.8,0.0,matcher
G5C8Q6,Q9CZQ9,96.8,98.8,0.0,matcher
G5BHP4,Q8BUH7,80.9,86.1,5.7,matcher
G5ATF1,E9Q5A6,67.3,78.4,0.6,matcher
G5AQL1,P27782,94.1,97.8,0.0,matcher
G5B0L2,P16330,77.0,89.2,0.0,matcher
G5ARL4,Q9D0G0,76.3,85.8,0.5,matcher
G5BYT3,P05132,96.4,98.8,0.0,matcher
G5BAM3,Q8C0G2,68.2,79.8,0.4,matcher
G5C2G1,P18242,83.5,89.2,0.0,matcher
G5B242,Q99LB6,95.2,98.5,0.0,matcher
G5B1I0,Q9JJ26,56.0,67.6,7.1,matcher
G5BHD8,Q9D1P4,95.7,99.1,0.0,matcher
G5C2Z0,Q8K3W0,98.8,99.1,0.0,matcher
G5C1L3,Q99LD9,93.7,97.2,0.0,matcher
G5AJY9,P81069,75.9,83.4,8.8,matcher
G5B5U5,O35435,86.9,91.4,1.5,matcher
G5B3L9,Q5Y5T1,84.7,88.4,3.9,matcher
G5BHN5,P22907,92.2,96.9,0.0,matcher
G5AV56,Q8BZT9,77.2,86.0,0.5,matcher
G5AL83,Q9DC33,94.2,96.8,0.3,matcher
G5AUE8,Q99KE3,98.5,98.8,0.3,matcher
G5B585,Q8K1S5,66.8,74.7,4.0,matcher
G5B9P4,Q9WV69,92.4,95.6,0.0,matcher
G5C2R7,Q9Z2D6,93.4,95.7,0.0,matcher
G5AX63,Q6IFX4,71.1,81.4,2.9,matcher
G5BIW1,Q3ULJ0,93.7,98.3,0.0,matcher
G5B8L0,Q80VL1,74.1,78.6,15.7,matcher
G5BBL5,Q8BP40,75.6,89.0,0.2,matcher
G5C3E0,O88995,84.3,88.7,3.7,matcher
G5B466,Q922I5,83.2,89.2,2.4,matcher
G5C219,Q60764,64.3,70.3,5.2,matcher
G5AXD5,Q8BUG5,68.6,79.0,6.8,matcher
G5BID6,Q07279,85.3,91.2,0.0,matcher
G5BMU9,Q32NY4,87.7,91.4,0.0,matcher
G5B5B2,Q921N8,97.2,97.9,0.0,matcher
G5C224,P70174,72.1,79.5,2.3,matcher
G5BZA4,Q3TV65,86.4,91.6,1.1,matcher
G5BY66,Q571F5,89.3,91.8,0.3,matcher
G5C9M7,Q3TQQ9,61.9,71.6,7.3,matcher
G5BKI2,Q91YN1,92.9,97.4,0.0,matcher
G5BJD5,Q9D880,91.2,94.3,0.0,matcher
G5BT40,Q9DCZ1,95.1,98.0,0.0,matcher
G5BZA1,Q99PL6,79.9,87.7,0.0,matcher
G5ANE0,P06683,62.0,77.8,1.0,matcher
G5AW36,P0CB42,83.0,89.5,0.0,matcher
G5AXK2,P43117,88.2,94.2,0.0,matcher
G5B001,P38585,93.0,96.8,0.3,matcher
G5AW12,P97477,83.8,88.5,1.5,matcher
G5BN59,O09102,68.9,76.9,0.4,matcher
G5B191,Q8BUE4,90.1,94.9,0.0,matcher
G5AZH4,Q9JJC8,93.1,96.7,0.3,matcher
G5BTG4,Q7TSN6,79.2,84.9,0.2,matcher
G5C3R5,Q3UM45,93.6,97.5,0.3,matcher
G5BUA6,Q8K0E7,80.9,87.4,1.0,matcher
G5C5F6,Q8BX46,65.9,67.0,26.4,matcher
G5BXF4,Q8VHL1,89.0,94.9,0.0,matcher
G5C5U4,Q9ESF4,90.6,92.2,4.4,matcher
G5AUM8,A2APF3,55.8,70.8,1.4,matcher
G5ANZ9,Q6P8Y7,74.1,86.6,0.2,matcher
G5BBG7,P23804,78.0,84.9,3.7,matcher
G5BE54,Q3U132,73.1,81.5,4.5,matcher
G5ARF1,Q9D7V1,75.2,82.3,8.0,matcher
G5BC77,Q80ZE5,92.9,95.8,0.0,matcher
G5C3G7,O35657,86.5,93.6,0.0,matcher
G5ATU2,Q9DC26,70.6,84.3,0.0,matcher
G5BA10,Q8R0F3,84.2,88.2,0.5,matcher
G5C079,Q52KF3,67.4,72.0,21.4,matcher
G5BLM9,Q8CEQ0,90.9,94.6,0.0,matcher
G5BMY4,O35468,93.9,97.0,0.0,matcher
G5BKG1,P63085,99.7,100.0,0.0,matcher
G5BQ61,Q5DU31,81.3,87.7,0.7,matcher
G5BEZ8,Q8BQB6,82.2,89.0,0.5,matcher
G5ASH3,Q9WVH9,95.1,98.0,0.0,matcher
G5BTD9,Q64685,78.6,88.2,1.0,matcher
G5C1S3,Q3TY65,73.5,79.0,9.7,matcher
G5BRE3,Q80VP2,61.9,74.4,2.3,matcher
G5BAR8,Q9QZN1,88.5,93.7,0.5,matcher
G5BHU4,Q9JJT9,85.4,89.9,3.0,matcher
G5C9F4,Q99PL8,69.6,80.8,0.4,matcher
G5AKQ3,Q3U481,85.6,91.9,1.0,matcher
G5BIZ2,A2AB59,67.5,71.9,19.8,matcher
G5AQ08,Q80YQ8,100.0,100.0,0.0,matcher
G5BED4,Q1HDU4,79.8,85.3,3.4,matcher
G5BRX0,Q61542,93.9,97.1,0.0,matcher
G5BSQ5,Q6DID7,81.2,83.9,13.0,matcher
G5CPH7,P00158,81.0,92.1,0.0,matcher
G5B5G1,Q9ERR1,95.9,97.4,0.0,matcher
G5C4X4,Q6PDC0,82.9,85.1,12.3,matcher
G5C9A1,Q8R5M2,94.6,95.5,1.5,matcher
G5BW25,Q9R000,90.0,93.7,1.1,matcher
G5AY69,Q64519,80.7,86.9,3.1,matcher
G5B153,Q5S248,73.9,87.2,0.2,matcher
G5AP48,Q99N69,80.8,88.5,0.0,matcher
G5AT24,Q91V88,77.2,85.8,0.8,matcher
G5B2U7,Q91YK2,52.6,63.1,14.1,matcher
G5BVV7,Q6VMN6,88.9,93.0,0.0,matcher
G5BTM7,Q8BHW5,94.0,96.7,0.6,matcher
G5C912,Q3UFB2,71.7,82.1,3.0,matcher
G5C0M9,Q80YN3,57.9,68.7,7.9,matcher
G5BUS0,Q8R5A0,70.1,75.4,21.7,matcher
G5BVN6,Q91VA6,98.4,98.4,0.0,matcher
G5BQ92,Q9DCA5,89.8,93.8,0.0,matcher
G5BX70,Q9D1M0,95.7,98.1,0.0,matcher
G5B121,Q3U1T3,96.7,97.3,2.4,matcher
G5AQP7,Q8BQS5,99.7,100.0,0.0,matcher
G5AQ40,Q99LM9,95.5,97.3,0.0,matcher
G5AKG7,Q9DBL1,78.9,86.8,5.3,matcher
G5ANS3,Q9DBS1,92.2,97.1,0.0,matcher
G5BHB6,Q6P9N1,94.7,97.9,0.0,matcher
G5BHU1,Q6PEM6,83.9,91.1,0.0,matcher
G5C621,Q5K6N0,60.9,72.2,1.7,matcher
G5CAN0,Q6PFE7,95.6,98.4,0.0,matcher
G5BT84,Q99J62,90.7,94.8,0.0,matcher
G5C4T8,Q8VCN5,76.8,84.7,8.4,matcher
G5AZ04,E9PY39,92.7,97.3,0.0,matcher
G5B0H8,P52795,93.0,95.1,0.0,matcher
G5BTK4,P25916,96.9,98.5,0.6,matcher
G5AZ08,Q8R4D1,74.7,75.6,23.8,matcher
G5AWN1,Q99KR6,84.9,91.5,0.8,matcher
G5AS52,Q9EQT6,89.3,92.6,0.0,matcher
G5BA19,Q9JHK5,90.3,96.0,0.0,matcher
G5C4W5,Q8VCM5,90.6,96.3,0.0,matcher
G5CBK1,Q8VE96,88.7,93.8,0.3,matcher
G5BZT1,Q9WUH1,95.1,96.6,0.0,matcher
G5B4M8,P70372,98.8,100.0,0.0,matcher
G5APM1,Q8BNQ3,92.6,95.5,0.6,matcher
G5B5X0,Q5MPP0,81.7,89.0,0.0,matcher
G5B579,Q66JT0,63.3,75.1,0.7,matcher
G5AXN3,Q99JW2,84.1,91.0,1.3,matcher
G5B0S6,Q91X78,94.8,97.4,0.0,matcher
G5C4K9,Q61471,89.8,92.3,3.0,matcher
G5AU03,P13707,92.8,96.3,0.0,matcher
G5BDF7,O35609,89.4,94.6,0.0,matcher
G5BNM8,P52432,93.1,97.4,0.0,matcher
G5AQP2,Q9CYH6,87.9,91.8,0.0,matcher
G5B495,Q8CIE0,76.9,84.2,1.6,matcher
G5BRF2,P97300,95.2,97.0,0.0,matcher
G5BRC2,Q63844,98.5,98.8,0.0,matcher
G5C2M1,Q3TY60,95.2,96.1,0.0,matcher
G5C495,Q3UB74,83.1,89.0,1.0,matcher
G5BT41,Q8K409,95.5,98.8,0.0,matcher
G5BS03,Q8R373,89.0,94.5,0.3,matcher
G5CB49,Q8R2X8,84.8,90.5,0.3,matcher
G5AKF6,G3XA30,84.8,91.6,0.5,matcher
G5B185,P30549,78.0,80.6,11.2,matcher
G5AW90,Q5FWI2,73.1,78.2,10.6,matcher
G5BL86,P70126,77.9,85.2,8.7,matcher
G5AR94,Q9D709,82.5,88.8,1.3,matcher
G5BX53,P70269,82.7,90.8,1.3,matcher
G5BI58,Q8BHZ0,99.4,99.4,0.0,matcher
G5BYE1,Q9Z2D7,67.3,76.7,2.1,matcher
G5AKR4,P30678,84.0,92.8,0.0,matcher
G5ARY3,Q3TX51,88.8,93.4,0.0,matcher
G5ASU1,Q91WS4,85.6,92.3,0.0,matcher
G5BRR0,P24452,90.6,94.0,0.9,matcher
G5B1I5,E9QAW0,71.4,77.6,4.5,matcher
G5AUQ4,Q38HM4,91.6,95.1,0.0,matcher
G5B8L6,O08970,83.1,91.3,0.0,matcher
G5ALF5,Q91ZD1,97.8,99.4,0.0,matcher
G5B6T6,Q8C5R2,72.3,77.6,0.8,matcher
G5AQQ1,Q9R1C0,94.0,96.3,2.3,matcher
G5B751,Q8VC48,88.6,93.3,0.3,matcher
G5B7Q6,Q8VCX2,93.8,96.6,0.0,matcher
G5C627,P08414,80.2,85.5,2.4,matcher
G5BPL1,Q6IQY5,71.0,80.6,8.8,matcher
G5CAI3,P27786,62.3,80.3,1.2,matcher
G5B981,Q9QYP6,81.0,87.4,3.0,matcher
G5C8R0,Q9Z186,86.8,93.0,0.0,matcher
G5CAE0,Q9WUD6,96.8,99.4,0.0,matcher
G5B000,A2RTF1,54.0,68.9,5.7,matcher
G5B7J7,P68040,98.1,98.1,1.9,matcher
G5BAA0,P97792,90.6,95.2,0.3,matcher
G5C6M4,Q60737,98.1,99.1,0.0,matcher
G5BHM0,Q9DCF1,90.2,93.7,0.3,matcher
G5C923,Q9EQ31,90.7,95.2,0.0,matcher
G5C9G1,P12367,82.1,88.6,2.0,matcher
G5B7E3,O35261,96.2,97.6,1.2,matcher
G5BD69,P07141,66.9,76.8,1.6,matcher
G5AUG9,Q8BTG7,93.0,95.1,3.8,matcher
G5BT31,P70347,76.5,85.7,3.5,matcher
G5BJV2,Q99LR1,94.7,97.8,0.3,matcher
G5AKZ1,Q6NSR8,78.7,81.3,17.2,matcher
G5B6G9,P70695,95.6,99.1,0.0,matcher
G5AN56,Q8K2C9,91.2,97.6,0.0,matcher
G5AUQ1,Q8VDG7,78.3,88.8,0.5,matcher
G5B8M7,Q80UX8,93.2,97.9,0.0,matcher
G5BYS6,P35375,81.6,85.5,3.4,matcher
G5BWN7,P59017,71.5,78.5,9.6,matcher
G5B4Q8,Q921M7,99.7,100.0,0.0,matcher
G5BM66,Q7TN08,55.1,63.6,6.9,matcher
G5B3V5,Q9Z1N6,87.7,92.6,0.9,matcher
G5AJX5,Q80XA6,82.4,85.4,6.9,matcher
G5AX65,Q64291,69.0,81.7,1.6,matcher
G5B8Y6,Q91WC7,84.0,90.3,0.0,matcher
G5B5Y1,Q9QUP4,83.0,88.5,0.0,matcher
G5C4J5,Q8BJW7,61.1,72.3,6.1,matcher
G5BW98,Q91XF4,91.0,94.2,0.9,matcher
G5AMX5,Q8VHI6,66.9,71.9,6.2,matcher
G5BZK8,B1AZ99,82.1,89.9,1.0,matcher
G5AJZ5,Q9JLH8,92.2,95.7,2.3,matcher
G5AQV1,Q9D0M1,98.8,99.7,0.0,matcher
G5BYT9,O70394,58.3,71.6,2.1,matcher
G5AYU2,Q9DBY5,87.3,90.3,1.1,matcher
G5BST7,Q78KK3,81.4,89.7,0.5,matcher
G5C318,Q6TCG8,98.1,99.0,0.0,matcher
G5ARE9,Q8K2A7,59.4,65.4,25.3,matcher
G5B4L6,Q6BCL1,57.8,67.5,5.8,matcher
G5B8R8,Q8K3G5,67.8,77.9,6.6,matcher
G5BRV8,Q6PEV3,76.4,80.2,13.8,matcher
G5CAE5,P32114,84.2,85.1,14.9,matcher
G5B096,Q8BFZ9,96.8,97.9,0.3,matcher
G5BQU2,O88721,87.3,90.0,1.3,matcher
G5BUP9,O08581,95.5,97.3,0.0,matcher
G5ARY9,Q91ZU0,99.4,99.7,0.0,matcher
G5AX64,Q99PS0,77.4,86.9,0.0,matcher
G5AP74,Q9WV54,81.8,91.6,0.0,matcher
G5BJL1,Q8C8B0,95.7,97.6,0.3,matcher
G5C753,Q6NZK5,64.1,74.4,8.5,matcher
G5CA44,Q68FH4,88.5,94.4,0.0,matcher
G5C267,P33534,96.1,98.2,0.0,matcher
G5B5N2,Q9DB72,90.8,94.3,0.3,matcher
G5BIK7,Q8R1N4,86.3,92.6,0.3,matcher
G5BWR3,Q8CE50,94.9,98.5,0.0,matcher
G5BP34,Q99K70,98.8,99.7,0.0,matcher
G5BTW4,Q9ESN1,87.3,90.5,0.5,matcher
G5BZL1,Q9R1C8,87.2,91.8,0.8,matcher
G5B1U4,Q62520,94.6,94.9,1.0,matcher
G5BEN8,Q66JX5,83.7,89.5,0.3,matcher
G5B3L8,Q8CD10,88.5,95.0,0.3,matcher
G5B372,Q9JJB9,84.8,88.5,1.3,matcher
G5BL77,Q8VHL0,81.8,90.6,0.0,matcher
G5BXC2,Q99JB2,92.7,96.1,0.8,matcher
G5BDX0,A2AFK4,80.5,88.2,0.5,matcher
G5APE8,Q61070,92.6,96.2,0.3,matcher
G5B3A2,P57016,66.0,75.6,3.9,matcher
G5B1T4,P70658,90.1,95.5,1.4,matcher
G5ATR9,Q6TDP3,99.2,99.2,0.0,matcher
G5BGE2,O70572,76.4,84.8,0.2,matcher
G5B2N8,Q8C0E2,99.1,99.4,0.0,matcher
G5BV82,P97817,83.4,89.5,0.5,matcher
G5CA64,Q3TZA2,90.6,96.8,0.0,matcher
G5BFY2,Q9D2H9,57.4,67.7,7.0,matcher
G5BG91,Q9WUK4,90.9,95.2,0.9,matcher
G5C9G3,Q8C5H8,88.2,91.5,6.0,matcher
G5AUG4,O54833,99.4,99.7,0.0,matcher
G5B1W0,Q61212,82.7,93.0,0.0,matcher
G5AZ87,Q7TNJ0,67.3,81.6,0.0,matcher
G5AKT1,Q9D0F6,96.4,98.8,0.0,matcher
G5B3W2,Q8BG92,96.0,98.2,0.0,matcher
G5B2I7,Q8VHK5,84.6,92.1,0.0,matcher
G5BX82,Q8BH06,64.0,70.8,8.5,matcher
G5C408,Q80UN9,73.4,77.5,15.5,matcher
G5BNI2,Q9R210,94.1,97.4,0.0,matcher
G5BH98,O35887,97.8,99.0,0.0,matcher
G5BSK3,B2RS76,77.6,88.5,0.0,matcher
G5B178,Q8C181,91.7,92.3,6.8,matcher
G5BMV1,P59481,89.1,92.0,3.1,matcher
G5BFZ4,Q8BH02,80.1,85.0,1.7,matcher
G5C5E6,Q8BM39,98.8,100.0,0.0,matcher
G5BML9,P06281,81.9,89.3,0.3,matcher
G5ALX6,P97751,84.0,93.4,0.6,matcher
G5AVM4,Q3URS9,79.3,87.6,1.5,matcher
G5BKN0,O09110,92.5,94.2,4.1,matcher
G5BVK0,P97346,96.0,98.1,0.0,matcher
G5AV06,Q9R1T2,90.3,95.4,1.1,matcher
G5B7W3,Q91X05,84.9,90.9,0.8,matcher
G5AZ00,Q9JK83,90.0,93.4,0.6,matcher
G5CPH4,P03911,69.1,84.6,0.0,matcher
G5BIL6,Q8K2Y9,83.7,86.6,5.4,matcher
G5BH73,Q99NF3,86.7,92.8,0.0,matcher
G5BB46,Q9R233,71.6,80.7,2.8,matcher
G5BF08,Q9QWW1,92.0,94.9,3.1,matcher
G5BL96,Q9DCV7,81.2,89.1,0.2,matcher
G5C926,Q8R242,84.5,90.4,0.0,matcher
G5C526,Q9R0A0,87.4,91.8,1.9,matcher
G5BNC6,G5E8K6,67.9,82.3,0.4,matcher
G5BG61,Q80WV7,60.9,64.7,9.9,matcher
G5BZ98,Q8BVZ1,74.6,82.2,1.8,matcher
G5BX55,Q9WU02,77.1,84.2,2.1,matcher
G5BRW0,P11416,95.2,97.0,0.0,matcher
G5ALB6,P49586,94.8,97.0,0.0,matcher
G5ARY7,Q1A3B0,76.6,88.0,0.8,matcher
G5AWN5,Q3TA38,91.7,96.2,0.0,matcher
G5BKC9,O08524,94.2,96.4,0.0,matcher
G5B2S2,Q8BQQ1,71.4,74.9,21.6,matcher
G5BXG3,P20443,82.2,88.9,6.0,matcher
G5B9W2,Q8JZZ6,98.1,99.7,0.0,matcher
G5C1B1,P97865,95.2,97.1,0.0,matcher
G5B729,Q99JF8,91.9,95.6,0.9,matcher
G5CA41,Q6S5L9,76.4,83.3,3.7,matcher
G5BTM6,Q99ME6,86.8,92.7,2.8,matcher
G5C643,Q8VI16,81.0,85.8,1.5,matcher
G5C3U7,Q99M04,88.2,94.1,0.3,matcher
G5B1E5,B2RXA1,91.5,95.0,0.3,matcher
G5BKT8,D3YUP5,80.0,85.1,1.4,matcher
G5BD49,P09022,91.8,94.3,0.9,matcher
G5B390,Q3UPW2,77.6,82.7,11.1,matcher
G5BEG2,P16125,96.7,98.5,0.0,matcher
G5BH97,P51491,88.7,93.9,2.6,matcher
G5BNK0,P15499,87.6,94.8,0.0,matcher
G5AW24,Q8R2M2,56.1,65.7,14.0,matcher
G5AWD1,Q9ES83,86.4,91.4,0.6,matcher
G5ATZ9,Q9Z222,84.5,90.8,0.0,matcher
G5BL00,Q8VHB5,75.1,81.2,2.7,matcher
