proteinID_x,proteinID_y,%_identity,%_similarity,%_gaps,software
G5BT85,P10630,100,100,0,stretcher
G5BRN7,P27577,81.6,83.9,9.3,stretcher
G5BCW7,Q62559,92.5,95.2,3,stretcher
G5APL6,Q9D2H5,50.6,54.6,41.6,stretcher
G5AT22,Q9D168,89.2,93.5,0.2,stretcher
G5B472,Q8QZW7,92.3,96.6,0,stretcher
G5BCR7,Q8BHI9,92.4,96.3,0,stretcher
G5BQH1,Q62384,89.3,92.4,0.2,stretcher
G5AZW6,Q9D6I7,93.5,95.6,2.1,stretcher
G5BXZ5,Q8R5M8,89.3,89.9,9,stretcher
G5BYS8,Q8VDW0,96,97.2,1.9,stretcher
G5C7J9,Q8VCS3,97.3,98.5,0,stretcher
G5AQ72,P13439,86.1,91.9,0.2,stretcher
G5ARH4,P16305,89.6,94.3,0,stretcher
G5AYS5,Q80Y61,76.8,81.1,6.8,stretcher
G5B8Y0,Q80WJ7,70.2,73.1,21.7,stretcher
G5C2I7,O88199,85.3,91.2,1,stretcher
G5BVW9,P70318,98.7,99,0,stretcher
G5ATP9,Q9JJA7,80.7,84.7,8.5,stretcher
G5BT00,Q76N33,91.3,96.8,0,stretcher
G5BWR6,Q8C4P0,59.5,67.5,6.9,stretcher
G5B3L3,P35582,86,86.8,6.2,stretcher
G5AQ59,Q99ME7,88.1,90.6,1.3,stretcher
G5BWE8,P10755,77.5,83,8.1,stretcher
G5C0Y2,Q8R3I2,76.5,82.7,7.9,stretcher
G5BP35,Q9WUH2,98.2,99,0,stretcher
G5BIF1,Q3US59,79.6,81.8,17,stretcher
G5AT59,A2AV25,84.4,89.9,3.4,stretcher
G5BEB6,O35084,80.9,86.8,0.2,stretcher
G5BBL7,P28236,91.4,94.3,0,stretcher
G5B643,Q02853,78.7,82.9,7.9,stretcher
G5BJY3,Q8BWF0,75.7,80.7,15.6,stretcher
G5BPT2,Q8K358,93.5,96.3,2.1,stretcher
G5BWX8,Q8BWP8,94.2,97.8,0,stretcher
G5C000,Q9D0I6,84,91.6,0.4,stretcher
G5C2I5,Q9ER58,90.6,94.1,0.9,stretcher
G5C4I6,Q9JK42,97.5,99,0,stretcher
G5AUU0,P14234,77.6,83.3,3,stretcher
G5AMD1,Q60585,72,75.8,14.1,stretcher
G5BIU6,G3UW60,65.7,75.2,7,stretcher
G5B5J6,Q60972,91.1,91.3,8.5,stretcher
G5B2T5,Q8K1T0,81.7,86.8,4.7,stretcher
G5AZI3,Q9CZP5,94,97.6,0,stretcher
G5AN91,Q8BTG3,80.4,89,1,stretcher
G5BKL9,Q3V050,72.6,78.4,13.4,stretcher
G5C2D5,P31324,97.1,98.1,1.2,stretcher
G5BJ33,Q8BGE9,86.7,90.5,3.6,stretcher
G5BZU9,Q6PJN8,77.8,84.8,1.3,stretcher
G5BAJ4,E9Q8X5,61.8,66,27.3,stretcher
G5BB26,O35173,69.7,73,18.7,stretcher
G5B1J8,Q8K1S7,84.4,88.7,0.2,stretcher
G5BAN8,Q8BMP6,74.5,79,17.1,stretcher
G5C1C7,Q3U269,76.5,84.7,3.9,stretcher
G5BWX9,Q61672,89.3,94.5,0.9,stretcher
G5BP94,Q8JZX4,98.8,99.5,0,stretcher
G5BVM2,Q8BG51,66.1,69.6,23,stretcher
G5C0D4,Q8BSM5,69,78.6,6.1,stretcher
G5BNE4,Q9DBS8,72.5,81.1,6.4,stretcher
G5C2Z4,Q9CZV5,94.4,96.8,0,stretcher
G5B146,P56546,90.8,93,0,stretcher
G5AKL5,Q8BGM7,84.3,89.2,2.4,stretcher
G5AYG5,Q8VC30,74.2,83,3.8,stretcher
G5B6P3,Q8CFZ5,74.4,83.6,0.9,stretcher
G5BJ53,Q62443,73.9,75.5,22.2,stretcher
G5BN20,Q8K4D3,84.7,91.8,0.2,stretcher
G5AUU6,Q91YX0,64.8,75.5,6.5,stretcher
G5BPG6,Q3UJB3,79.2,87.8,0,stretcher
G5C5X9,Q62431,67.2,71.1,16.2,stretcher
G5AZS5,P50136,82.6,85.9,8.7,stretcher
G5BE76,P16294,81.1,90,1.9,stretcher
G5BJH8,O54864,92.7,96.6,1.5,stretcher
G5BZZ3,O35632,81.9,88.9,1.5,stretcher
G5BJG3,Q8CFZ4,68.2,69.9,28.5,stretcher
G5BR20,Q8C261,79.8,88.2,0.2,stretcher
G5BRD8,Q91WG2,76.2,82.6,9.3,stretcher
G5ASB3,Q8BUV8,62.7,67.9,22.1,stretcher
G5AKJ1,Q922H4,93.8,96.2,1.2,stretcher
G5B0Z4,Q8BGC3,83.3,88.9,2.9,stretcher
G5BGL4,Q3UHH2,49.1,53.9,31,stretcher
G5B8E9,Q9CTY5,78,78.8,18.7,stretcher
G5C8E7,Q8K078,50.3,56.1,32.6,stretcher
G5C1T4,Q9JKN6,84.2,85,9.7,stretcher
G5AT18,O88544,99.3,99.5,0,stretcher
G5BJ39,P11679,85.9,92.3,3.7,stretcher
G5BNI9,O54825,91.5,94.3,0,stretcher
G5B8S5,Q60644,89,92.1,2,stretcher
G5BY59,E9PWZ3,95.8,99,0,stretcher
G5B5A4,Q8BSN5,95.3,96.8,0.7,stretcher
G5C3C4,O08917,96.5,98.1,0.2,stretcher
G5AP81,P34968,89,92.9,1.1,stretcher
G5B4M9,O35857,88.3,93.8,0,stretcher
G5AYL6,P53776,99,99.7,0,stretcher
G5AML7,Q6NXZ1,47.7,55.4,18,stretcher
G5B038,P63037,95.1,96.1,3.6,stretcher
G5BVB1,A3KMP2,83.2,92.8,1.1,stretcher
G5B688,Q61539,91.9,95.4,0,stretcher
G5BEW8,Q64378,86.7,92.8,0.7,stretcher
G5BHP6,Q8K480,68.2,77.4,2.6,stretcher
G5BWS5,Q80VH0,54,66.4,9.3,stretcher
G5BA66,A2ARI4,47.9,52.1,41.6,stretcher
G5ARS8,Q8BIP0,65.2,70.1,24,stretcher
G5AUW3,Q8CBW3,79,80.5,18.7,stretcher
G5BNP8,P17532,87.7,93.3,2.2,stretcher
G5BAF7,Q62376,84.9,85.5,12.6,stretcher
G5B591,Q922R8,89.5,93.6,1.4,stretcher
G5C2K0,Q80TE3,91.5,93.7,0.7,stretcher
G5B561,P36423,72.9,80.9,6.7,stretcher
G5AMA4,Q8R081,70.2,72.3,18.5,stretcher
G5BAZ8,Q31125,84.6,87.3,2.7,stretcher
G5BMY9,P35347,93.8,95.9,1.4,stretcher
G5B9X3,Q6NS69,52.9,59.3,20.2,stretcher
G5BSU6,P97399,55.4,65.3,7.3,stretcher
G5C0B7,Q2TBE6,84.1,86.2,12.1,stretcher
G5BVH1,Q9ES88,68.5,80.1,3.6,stretcher
G5C5Z5,Q924S7,89.1,92,3.1,stretcher
G5BZ77,F2Z461,46,57.6,13.2,stretcher
G5AKS6,Q3UF64,86.5,89.5,5.7,stretcher
G5BBR4,P56481,87,92.5,0.7,stretcher
G5BCI3,Q8BG30,72.3,74,19.4,stretcher
G5BM67,Q8CD91,82.3,87.6,9.4,stretcher
G5BHC1,Q99P91,69.7,80.5,4,stretcher
G5C708,Q8BHN5,83.4,88.9,5.7,stretcher
G5BI45,Q9WUV0,91,94.7,3.2,stretcher
G5C685,Q9CWT6,77.2,85.6,0.6,stretcher
G5AXD8,Q14B80,63.4,64.5,34,stretcher
G5ASL6,Q64355,65.9,69.3,17.1,stretcher
G5C0D2,P70290,84.5,86.3,9.9,stretcher
G5C346,P51125,54.8,65.5,16.1,stretcher
G5ARG7,Q8C042,66.4,78.4,3.2,stretcher
G5BYH1,O08605,89.4,92.8,3.4,stretcher
G5BPH0,Q3U1U7,57,64.9,12.9,stretcher
G5BS54,Q8BGE7,79.3,87.7,0.6,stretcher
G5BSE1,Q8BGW1,76.1,81.9,12.9,stretcher
G5BWP9,Q9CZH8,82.1,89.4,0.8,stretcher
G5C4X6,Q9QZ41,63.5,76.2,4.2,stretcher
G5BGF6,Q01514,67.4,81.3,6.1,stretcher
G5AJR2,A2AU37,74,83.9,0.5,stretcher
G5AK52,O08650,67.5,69,29.2,stretcher
G5AT15,Q6YGZ1,75.9,86.2,1.3,stretcher
G5ANC5,Q91YV9,95.8,97.3,2.2,stretcher
G5AZ07,Q8K004,77.9,82.5,7.9,stretcher
G5AX70,Q8VCW2,89.6,93.8,0.9,stretcher
G5B987,Q8BWL5,88.6,91.3,7.1,stretcher
G5C4M0,P09026,88.5,90.3,2.1,stretcher
G5BIX7,Q8R0S4,60.2,63.1,26.2,stretcher
G5BBI1,Q9D864,98.2,99.7,0,stretcher
G5BRW2,Q8R3Z5,61.9,63.8,17.1,stretcher
G5BLX1,Q99JX3,87.5,92.1,1.8,stretcher
G5BXH3,Q8CFI5,83.6,89.5,0,stretcher
G5C847,Q8BM54,88.6,91,6.7,stretcher
G5AXN5,P57724,90.1,90.3,9,stretcher
G5BFB7,E9QAS7,93.4,94.5,2.4,stretcher
G5AR79,Q8BZG5,84.5,91.2,0.6,stretcher
G5AYS8,Q8BG09,96.3,97.1,0,stretcher
G5C392,O08784,47.4,55.7,21.1,stretcher
G5APY6,Q9Z265,73.9,80.4,12.3,stretcher
G5BN38,Q7TPQ9,93,96.9,0,stretcher
G5BK70,Q9DBK0,70.5,80.9,9,stretcher
G5AN11,Q07231,71,77.2,16,stretcher
G5ALR0,Q8BFP9,77.7,79.2,16.9,stretcher
G5ALV4,Q8R1G1,94.3,96.9,0,stretcher
G5B6G1,Q8C796,75.9,77.1,20.1,stretcher
G5BZ32,P29758,89.1,95.7,0,stretcher
G5BRD5,Q8BFR5,87,90.4,4.1,stretcher
G5BQM2,Q8BLY1,82.3,83.4,14.3,stretcher
G5C896,Q99KU0,95.1,98,0,stretcher
G5B263,Q3THK7,66.9,67.6,31.7,stretcher
G5BNF5,Q9EQG7,81.1,90.1,0.2,stretcher
G5BYC4,Q9D1P2,84.5,84.9,14,stretcher
G5AMV5,P16460,79.8,83.5,15.9,stretcher
G5ATH5,P58058,75,78.9,16.4,stretcher
G5B109,Q6P8X1,99,99.3,0.2,stretcher
G5APP6,Q8K182,59.6,69.8,13,stretcher
G5BIG9,P18911,87.5,88.6,4.5,stretcher
G5B604,Q6PD03,82.5,84.4,12.5,stretcher
G5BRN4,P48545,93.3,95.9,0,stretcher
G5B2W5,Q99K23,79.5,86.8,5,stretcher
G5BX43,Q04899,81,86.4,9.8,stretcher
G5CBC7,O89103,62.1,73.3,3,stretcher
G5BSG6,Q8BSL0,67.1,74.9,5.4,stretcher
G5C6V3,Q9CQF9,78.2,89.1,0,stretcher
G5C8W7,Q9D379,82.9,93.2,0,stretcher
G5C9W1,Q9WV19,79.6,88.9,0.2,stretcher
G5BDW7,Q9JKV1,97.3,98,0,stretcher
G5AT21,Q80VK6,54.1,61.1,27.4,stretcher
G5BUC1,D3YV89,70.9,78.8,8,stretcher
G5B8U7,Q8VEH8,81.2,85.3,9.3,stretcher
G5BJR1,Q8BTS4,76.1,78.4,18.6,stretcher
G5ASU0,O35490,93.9,97.3,0,stretcher
G5AMY3,Q8CCJ4,61.5,65.1,24.4,stretcher
G5B0D1,Q6P2K3,61.8,70.9,8.3,stretcher
G5AW95,Q8CI59,77.7,81.9,11,stretcher
G5B4F6,Q9CZN4,88.9,91.7,5.2,stretcher
G5BPF5,Q8BW75,71.7,79.8,15.8,stretcher
G5BW18,Q80WC7,82.2,88.6,1.5,stretcher
G5AJW3,A2AD83,57.6,62,30.9,stretcher
G5AMG4,E9Q6C8,64.9,67,25.7,stretcher
G5AQW7,Q80W22,81.8,89.3,0.2,stretcher
G5BD82,P16390,75.8,76.5,22.7,stretcher
G5BGT0,O70624,80,88.8,0.2,stretcher
G5BQI3,D3YZI9,73.6,75.9,21.8,stretcher
G5B6K9,Q61103,64.2,64.7,34.9,stretcher
G5BNS9,Q3TKY6,84.3,88.8,4.9,stretcher
G5AUA7,Q9CYC3,84.4,86.7,10.2,stretcher
G5B5N3,Q8K3J9,89.8,92.7,0.2,stretcher
G5B5Q3,Q99LG4,90.9,95,0.2,stretcher
G5BSB9,Q920N7,94.1,96.4,0,stretcher
G5BHM4,Q9JLT2,70.6,75.4,16.2,stretcher
G5C5R4,Q8BHA1,76.8,81.2,7.5,stretcher
G5BVQ9,Q9DC37,85.6,91.6,0.2,stretcher
G5AQ38,B2RWH8,69.7,81.4,6.9,stretcher
G5B9R2,P43300,97.4,98.5,1.3,stretcher
G5AM69,Q8C0Q4,61.4,69.5,19,stretcher
G5B9U5,Q5F2L2,74.8,83.3,7.5,stretcher
G5AN16,Q9JKC7,87.1,90.7,5.1,stretcher
G5C2L9,P29594,85.4,89.4,3.8,stretcher
G5B5S7,Q9Z2L6,80.4,87.6,2,stretcher
G5BEJ5,Q9ET22,76.5,82.6,4.8,stretcher
G5C3N7,Q9Z179,66.9,75.7,10.9,stretcher
G5AN82,P31938,99,99.2,0,stretcher
G5B785,A0JNT9,68.5,69.8,28.5,stretcher
G5AUK2,Q2MKA5,85.5,90.2,2.1,stretcher
G5B887,P63034,95.3,96.8,2.2,stretcher
G5BVH0,Q6PEM8,86.9,92.4,0,stretcher
G5AKL0,P97812,94.2,96.4,0.2,stretcher
G5B0C5,P11680,74.8,82.9,0.9,stretcher
G5AZ36,Q64729,78.5,81.1,12.5,stretcher
G5AMG7,Q8CGM2,29.2,36.4,39.4,stretcher
G5BRN0,Q60748,91,96.1,0,stretcher
G5BNT9,Q6PD05,94.7,96.9,0.5,stretcher
G5BMM3,Q8BFW3,61.3,70.8,2.5,stretcher
G5C8J4,Q3TNL8,71.9,79.3,4.9,stretcher
G5BWI2,Q91YY2,95.7,96.5,0.3,stretcher
G5BBE3,Q8CBC4,58.7,66.8,14.2,stretcher
G5ATI0,P22933,86.4,88.4,8.8,stretcher
G5AMV4,Q3TIX6,71.7,75.7,14.8,stretcher
G5BRB9,P70327,86.5,89.4,0,stretcher
G5B2J2,Q8VDB2,80.7,89.8,1,stretcher
G5BIF7,Q8K592,68,73.1,17.8,stretcher
G5BHX9,Q99LJ1,78.1,87.2,2.2,stretcher
G5BRQ6,Q9Z1J1,65,66,31.6,stretcher
G5AK43,O35144,78.1,84.4,8.3,stretcher
G5AZ90,O08538,55.8,58,40.2,stretcher
G5AMY1,Q8R332,75.5,78.4,14.1,stretcher
G5AX75,Q8BZ33,62.2,68.2,11.1,stretcher
G5BCJ4,Q4VC33,97.5,97.8,1.7,stretcher
G5B6X5,Q8K088,92.5,95.3,0.2,stretcher
G5BU79,Q3THS6,99,99.7,0,stretcher
G5BHX5,Q80XZ4,70.2,78.1,0,stretcher
G5CA38,Q8BXG3,90.9,94.2,2.3,stretcher
G5BV89,Q9DB77,88.3,95.1,0,stretcher
G5B5Z1,Q61751,66.4,73.6,15.5,stretcher
G5B1A0,P10820,69,79.6,0,stretcher
G5AVF6,Q07797,54.8,65.1,20.7,stretcher
G5APG8,Q60779,82.1,86.6,7.7,stretcher
G5AXE4,P97465,77.6,81.4,7.8,stretcher
G5AM94,Q8BX37,84.9,90.4,1.1,stretcher
G5B883,Q62432,83.9,83.9,16.1,stretcher
G5BDS6,Q8BM65,58,60.8,32.4,stretcher
G5B577,Q9ESW4,91.9,95.5,0,stretcher
G5B642,Q9Z0H3,100,100,0,stretcher
G5BR25,Q9R112,85.6,92.7,0,stretcher
G5BY27,Q9JKD8,70.1,74.6,20,stretcher
G5C5Z0,Q9WTK7,89,92.4,2.9,stretcher
G5AL35,Q5Y5T3,89.3,94.4,0.9,stretcher
G5BCN5,O35305,60.2,67.1,14.5,stretcher
G5B915,Q5NBU5,86.5,93,0,stretcher
G5BQ89,Q08501,53.7,63.7,17.9,stretcher
G5BGG6,Q6P1E7,71.6,82.3,6.6,stretcher
G5BUZ9,Q14B70,57.1,61.5,32.8,stretcher
G5BJ88,Q8VBT9,73.3,81.2,2.7,stretcher
G5C770,Q8C4H2,76.7,84.9,1.9,stretcher
G5BZH4,Q9R1W5,82.1,86.8,9.5,stretcher
G5ARS6,P32261,84.1,89.9,3.2,stretcher
G5APU7,Q5SQ27,95.8,97.8,0.2,stretcher
G5ALS6,Q6IME9,74.4,82.3,6.8,stretcher
G5BND4,A2A6T1,64.4,65.9,31,stretcher
G5BPN1,P32037,80.8,89.5,1,stretcher
G5BHQ5,Q68G58,75.7,84.6,0.4,stretcher
G5B7J2,Q8VDD8,83.6,88,1.3,stretcher
G5BD77,Q8R0M8,81,88.8,0.8,stretcher
G5AX31,Q9WVG5,76.2,86.2,1.4,stretcher
G5C6V4,P52912,96.9,98.4,0,stretcher
G5BNL1,Q8VEM9,95.1,97.2,1.5,stretcher
G5AUS0,Q7TPN3,79.1,86.2,0,stretcher
G5ALU6,Q91VZ6,84,86.8,6.6,stretcher
G5BWL1,P48543,98.5,98.5,0,stretcher
G5B0Y0,Q91VY9,81.9,88.4,1.7,stretcher
G5C6I7,P51855,83.1,88.8,3.7,stretcher
G5BFA0,Q9D404,84.4,91.8,0.4,stretcher
G5C5R1,Q6PCX8,59.7,66,23.4,stretcher
G5C0I1,Q9JIB4,95.7,97.5,1,stretcher
G5AU29,Q61488,97.2,98.5,0,stretcher
G5AS18,Q91WI7,89,91.2,0.2,stretcher
G5ATE2,Q9R0N8,68.1,68.7,30.6,stretcher
G5BIH7,Q8BST6,66.8,69.4,27.1,stretcher
G5BI55,Q9CXD9,86,91.4,0.7,stretcher
G5AS72,P19324,95.2,97.1,0.2,stretcher
G5AWI5,P28650,84.5,85.6,13.8,stretcher
G5AXH5,Q61079,60.7,62.9,26.8,stretcher
G5AZ95,Q9CXF0,83.6,90.5,0.6,stretcher
G5C5Z4,P61161,98.7,98.7,1.3,stretcher
G5ARU8,B1AUN2,86.7,92.3,3.3,stretcher
G5B4W5,G3X904,72.3,79.6,7.1,stretcher
G5ATL9,Q6A4L0,71.3,83.7,0,stretcher
G5B0N2,Q497I4,84.8,90.8,1.8,stretcher
G5BKB3,P97785,76.8,79.6,17.3,stretcher
G5B1J0,Q8CHW5,80.5,87.2,1.4,stretcher
G5BA43,Q8BXQ8,93.1,96.2,0.3,stretcher
G5BG71,Q810I2,79.3,85,8.2,stretcher
G5AZ30,Q9D1Q6,93.3,97.5,0,stretcher
G5AS59,Q9WVC6,74.7,77.5,18.5,stretcher
G5CBM9,P32507,74.1,82.9,5.3,stretcher
G5B5Y5,Q9JHI2,78,85.6,0.4,stretcher
G5BT02,Q8K2A6,90.1,94.3,0.2,stretcher
G5C5E7,Q8BH69,98.7,99.5,0,stretcher
G5CA51,Q8BHM9,86.1,93.4,0.7,stretcher
G5BMQ4,Q9R0M3,80.6,84.1,12.7,stretcher
G5BZQ2,Q91YD9,73.8,74.4,23.1,stretcher
G5BY61,Q9D513,82.8,90.7,0.2,stretcher
G5C352,Q99KH8,89,91,5.6,stretcher
G5BVY1,P26369,49.2,50,48.1,stretcher
G5ASZ0,Q9D2L6,58.9,71.8,6.6,stretcher
G5B5M1,Q8CII0,80.2,87.2,1.8,stretcher
G5C0B2,P70412,65.7,76.3,10.5,stretcher
G5CAL2,Q8BGN3,86.4,91.1,0,stretcher
G5AYS3,Q62083,94.5,96.9,0,stretcher
G5AUE9,Q3TMW1,69.6,72.6,22.6,stretcher
G5BEY2,P35505,89.3,93.8,0,stretcher
G5AMT6,Q91ZT7,80.2,88.5,1.1,stretcher
G5BC00,Q61398,76.8,84.4,6.2,stretcher
G5BYX6,F8VPX2,84.3,90.6,0,stretcher
G5B0A6,Q8CI61,80.4,88,1.1,stretcher
G5AUJ0,Q922H2,92.5,94.7,3.9,stretcher
G5BPH7,Q3UA06,90.7,96.5,1.4,stretcher
G5BBJ9,Q8BH60,84.9,88.8,6.7,stretcher
G5BY90,P48972,61.7,67.9,18.3,stretcher
G5BQQ6,Q5U3K5,58.7,62.9,28.1,stretcher
G5B5U4,Q91ZZ5,62.8,70.4,16,stretcher
G5BCC4,Q91YQ7,96.9,99,0,stretcher
G5BKU2,Q91W40,78.5,82.5,3.1,stretcher
G5C616,Q8C5D8,62.2,62.3,36.7,stretcher
G5BPC4,Q9Z0Y9,82.7,86.1,8.3,stretcher
G5AYU8,P27659,91.9,93.8,3.8,stretcher
G5BJG9,Q3U1J0,83.2,89.8,2.9,stretcher
G5BDD9,Q80V76,87.4,88.9,9.1,stretcher
G5BZ26,Q3TCJ1,92.3,95.4,0.2,stretcher
G5BIL8,Q91YM4,63.4,76.6,7.9,stretcher
G5BRL9,Q9CZC8,57.4,60.2,37.2,stretcher
G5C897,Q9R1K7,83.7,91.4,0.7,stretcher
G5B8R5,Q63850,77.8,83.1,3.8,stretcher
G5BEP6,Q80ZW0,72.7,75,17.6,stretcher
G5B4T1,Q925F4,73,81.1,1.1,stretcher
G5B7P4,Q9CWV7,82.7,91.2,1.1,stretcher
G5BX08,Q8BFZ4,88.2,94.5,0,stretcher
G5C4G5,Q61701,99.7,100,0,stretcher
G5AM35,P46664,86.4,89.3,3.7,stretcher
G5AKV3,Q3UDK1,65.2,72.9,13,stretcher
G5BBL9,Q9JIL4,77.8,87.3,0.8,stretcher
G5B125,Q3UIJ9,72.3,79.2,15.1,stretcher
G5B7P8,P55065,77.2,86.7,5.2,stretcher
G5ATD9,Q8BK62,92.9,95.8,0.7,stretcher
G5BEI4,P39429,77.7,81.4,12,stretcher
G5B5K6,Q8BVM4,85,92.2,1.3,stretcher
G5C837,D3YVE8,92.7,96.6,0,stretcher
G5B917,Q8CI12,86,89.9,0.2,stretcher
G5BL60,Q6NSQ7,82.8,87.1,3.7,stretcher
G5BM77,Q6NZC7,38.9,41.5,55.3,stretcher
G5AV39,Q9Z307,91.2,94.7,0.7,stretcher
G5C5B5,Q4FZF3,83.4,88,6.4,stretcher
G5BWB1,Q91YI4,92.9,94.1,4.5,stretcher
G5C995,Q99PQ2,81.2,86.3,7.1,stretcher
G5CB33,Q9D478,65.5,76.8,10.8,stretcher
G5C544,Q9WV38,77.9,89.1,0.6,stretcher
G5AU36,P48614,94.3,97.2,0,stretcher
G5BLP5,P62334,96.5,96.5,3.5,stretcher
G5B847,Q8C166,77,82.3,10.9,stretcher
G5B8G7,Q99ML4,87.5,92.1,2.8,stretcher
G5BF93,Q91ZE0,88.4,92.9,0,stretcher
G5BXI5,Q8CIT9,58.5,65.7,4.1,stretcher
G5C5Q0,Q8BID8,98.5,98.8,0.2,stretcher
G5BV73,Q9CXJ1,72.4,77.8,14.1,stretcher
G5C6B3,Q9CYF5,82.2,88.6,3,stretcher
G5AN24,Q3V1B8,79.3,85.6,1.6,stretcher
G5C5F2,Q9D0D3,68.9,78.5,7,stretcher
G5AKK6,Q6NS82,72.4,75.3,15.3,stretcher
G5B548,Q6PDF3,80.6,86.3,3.6,stretcher
G5BH40,Q61508,66.5,75.3,5.6,stretcher
G5BW47,P29121,58.1,64.2,22.2,stretcher
G5BEF4,Q8BKA3,48.8,52.6,37,stretcher
G5BBT0,Q9JHI7,85.1,89.9,6,stretcher
G5BRZ0,Q8K3I9,69.7,71.2,27,stretcher
G5C3X8,Q8VCD5,70.5,71.9,27.5,stretcher
G5CB94,Q9R187,86,89.5,3.8,stretcher
G5AZW8,P70338,88.7,91.5,0.7,stretcher
G5AXW7,Q3TQB2,77.8,87.9,0.2,stretcher
G5AN76,Q80SX8,61.5,65.4,29.8,stretcher
G5B5C0,Q3UPR7,76.5,83.9,1.2,stretcher
G5AN79,Q8K1F9,66.3,76.2,6.6,stretcher
G5BDE2,Q8R123,72.3,78.1,11.8,stretcher
G5B4A8,Q9WVK8,77.4,79.8,18.4,stretcher
G5BML1,Q8VCM7,81.6,89.8,3.3,stretcher
G5C4P2,Q9Z0W1,88.1,90.2,4.3,stretcher
G5APJ5,Q3V096,68.1,76.6,15.3,stretcher
G5AYN9,Q8BJ03,92.7,95.4,0,stretcher
G5B5L9,Q80Y55,90,91.9,1.9,stretcher
G5BCC7,Q8R1K4,80.9,87.2,7.9,stretcher
G5ATT1,P27090,86.8,88.9,5.9,stretcher
G5AXD0,P28656,96.4,98.5,1.5,stretcher
G5API9,Q3URE1,54.2,62.1,28.4,stretcher
G5ALX0,Q8BFW6,71.3,81.9,2.8,stretcher
G5B3Z3,P63080,64.5,65.2,33.8,stretcher
G5ANG3,Q8BY71,90.2,94.1,3.5,stretcher
G5BAR2,Q8BUG2,66.4,73.9,17.4,stretcher
G5C4U7,P05201,90.3,96.1,0,stretcher
G5C8Q4,Q6DI86,50.7,62.9,14.4,stretcher
G5AU35,P04426,98.1,98.4,0,stretcher
G5AMT9,Q6P9Z1,78.9,78.9,21.1,stretcher
G5BCA4,P19182,85.1,89.8,6.5,stretcher
G5BAF0,P48301,83.9,85.9,11.8,stretcher
G5B032,Q62288,81.7,83.3,14.7,stretcher
G5ATD7,Q8C7W7,73.3,80.9,2.6,stretcher
G5B357,Q8BM13,84.2,85.5,13.8,stretcher
G5C5T2,Q9Z2A7,73.7,79.9,12.7,stretcher
G5ASX2,P04760,75.7,79.8,3.7,stretcher
G5AT40,Q32M07,77,89.4,0.2,stretcher
G5AR58,Q8BQX5,81.2,87.4,3.8,stretcher
G5B652,Q3TVW5,77,87.4,0.6,stretcher
G5AP90,Q8VE37,87.9,93.4,3.7,stretcher
G5B966,Q80YG3,89.2,94.3,0.2,stretcher
G5B9F6,Q8C726,60.9,62.3,37.2,stretcher
G5ARB1,Q9R0N3,89.3,93.7,1.9,stretcher
G5B3I0,O35185,91.7,94.4,0.2,stretcher
G5B3K9,P30873,98.2,99.2,0,stretcher
G5AVP5,Q7TMX5,69.4,77.9,7.6,stretcher
G5BIZ8,P28798,53.2,62.1,13.8,stretcher
G5AUN0,Q8C570,98.4,100,0,stretcher
G5BWF7,G5E8A8,69.4,79.4,12,stretcher
G5BEC5,Q5EBI0,54.5,57.6,37,stretcher
G5ATP4,Q925I1,67.4,70,27.7,stretcher
G5AWY0,Q8VI94,73.8,85.2,1,stretcher
G5B1H2,Q8R3P7,80.7,84.7,13.4,stretcher
G5BUA4,P58307,91.5,92.7,2.8,stretcher
G5BJ83,Q8BKJ9,94,96.8,0.5,stretcher
G5C8M0,Q2M2N2,95.9,98.5,0,stretcher
G5BH09,Q922E6,57.2,71.2,12.7,stretcher
G5BQA3,Q8CJ96,90.7,96.7,0,stretcher
G5BSI1,Q8K1M6,80.6,81.5,15.9,stretcher
G5C190,Q8BH32,74.5,80,12,stretcher
G5C1I3,Q8BGZ8,90.4,94.5,0.7,stretcher
G5C1S1,Q9JJA4,79.7,85.1,9.8,stretcher
G5CBQ2,Q9WUF2,78.7,82.6,8.5,stretcher
G5ALY3,D3YV10,50.1,59.5,29.4,stretcher
G5B014,O08786,88.6,92.9,1.8,stretcher
G5ATJ9,Q3UDP0,82.4,90.7,1.1,stretcher
G5ASE3,Q5U4F6,70.2,77.2,8.5,stretcher
G5B3T6,Q5NBX1,30.6,35.7,55.3,stretcher
G5AQ28,Q9JKU8,97.4,98.4,0,stretcher
G5B5G5,Q8R3N2,67.8,79.2,2.2,stretcher
G5C206,Q66JZ4,77.2,86.8,0.6,stretcher
G5B5C8,P60843,94,94,6,stretcher
G5BSL6,P60229,71.1,71.9,26.7,stretcher
G5AW10,Q08EC4,52.5,62,19.3,stretcher
G5AQV5,Q61660,87.4,90.8,0.2,stretcher
G5B3T7,Q60760,60.2,69.3,7.7,stretcher
G5AWE8,Q80Y86,72,78.9,1.1,stretcher
G5BJG2,P23611,86.4,93,0.5,stretcher
G5BHH8,Q149C2,61.6,73.3,15.4,stretcher
G5BLU8,Q80W03,69.7,71.4,25.8,stretcher
G5AY55,Q9WUA1,92.9,96.6,0.3,stretcher
G5BY13,Q8BP71,83.7,84.4,14.5,stretcher
G5C8D1,Q64434,81.2,90.2,1.1,stretcher
G5BJA0,Q9DC28,90.4,90.6,9.2,stretcher
G5B3T8,O88533,52.8,58.3,33.4,stretcher
G5BKU0,P07310,98.4,99,0.5,stretcher
