proteinID_y	domain_id	dom_start_y	dom_end_y	dom_agg_score_y	dom_length_y	proteinID_x	dom_start_x	dom_end_x	dom_agg_score_x	dom_length_x
Q3UUV5	PF00018	302	341	2.87435	39	G5BY14	221	260	13.555474999999996	39
Q3UUV5	PF00169	107	207	6.614633663366338	100	G5BY14	15	115	7.227039603960392	100
P97386	PF00645	96	181	0.0	85	G5B758	97	182	0.0	85
P97386	PF01068	487	681	2.8997230769230757	194	G5B758	484	678	2.911466666666668	194
P97386	PF04675	265	437	2.5806994219653165	172	G5B758	265	434	2.7688294117647074	169
P97386	PF04679	709	818	2.251845454545453	109	G5B758	706	815	2.2457	109
P97386	PF16759	939	1009	14.9822676056338	70	G5B758	938	1008	15.751718309859159	70
Q8CCG4	PF14047	221	286	7.978621212121213	65	G5AUN7	168	232	1.1169846153846152	64
Q9D7B1	PF00035	369	431	11.550190476190474	62	G5C686	370	432	13.351809523809527	62
Q9D7B1	PF01207	14	284	0.9294723247232468	270	G5C686	15	285	2.4054797047970475	270
Q91ZF0	PF00226	9	77	7.433884057971016	68	G5C8J9	11	79	4.22863768115942	68
Q91ZF0	PF05207	94	144	0.7401568627450978	50	G5C8J9	96	146	0.0	50
Q8CEI1	PF01722	59	107	0.0	48	G5AXG6	51	99	0.0	48
Q91V88	PF00629	421	560	0.6971214285714286	139	G5AT24	420	558	0.8028776978417267	138
Q91V88	PF07645	88	119	0.0	31	G5AT24	211	243	0.0	32
Q91V88	PF07645	168	201	0.02661764705882353	33	G5AT24	166	199	0.5564705882352942	33
Q91V88	PF07645	213	252	0.0	39	G5AT24	211	250	0.0422	39
Q9DCX1	PF06581	18	275	4.499856589147287	257	G5BNN2	60	318	4.707329457364343	258
Q9QXT5	PF07546	28	94	0.031343283582089564	66	G5B8G5	28	94	0.017985074626865674	66
Q9QXT5	PF07645	137	176	0.1194	39	G5B8G5	137	176	0.0	39
Q4VBE8	PF00400	111	143	16.926121212121213	32	G5C5Y0	112	144	22.78348484848485	32
Q4VBE8	PF00400	261	296	0.3260555555555554	35	G5C5Y0	262	297	0.30197222222222225	35
Q4VBE8	PF14077	382	428	0.7528297872340421	46	G5C5Y0	383	427	0.011111111111111113	44
Q9WTK7	PF00069	52	308	1.9752996108949423	256	G5C5Z0	53	316	1.799810606060605	263
Q8K083	PF00096	129	151	0.11369565217391304	22	G5BL40	130	152	0.11391304347826088	22
Q8K083	PF00096	344	366	3.933652173913043	22	G5BL40	345	367	3.9374782608695655	22
Q8K083	PF00096	631	652	0.0	21	G5BL40	632	653	0.0	21
Q8K083	PF00096	754	774	0.0	20	G5BL40	753	773	0.0	20
Q8K083	PF13909	157	180	0.0	23	G5BL40	158	181	0.0	23
Q8K083	PF16606	656	738	0.007228915662650602	82	G5BL40	657	737	0.0	80
Q810P3	PF05706	5	166	7.984629629629632	161	G5BF85	2	164	9.628877300613498	162
Q9D5W4	PF14908	26	92	5.02858208955224	66	G5B519	1	67	6.894179104477611	66
Q9D5W4	PF18289	102	176	9.550733333333332	74	G5B519	77	151	18.37722666666668	74
P70453	PF00233	184	411	6.524201754385966	227	G5C171	147	332	6.944220430107527	185
Q9CYR6	PF00408	452	517	0.03725757575757576	65	G5BZP0	453	517	0.03123076923076924	64
Q9CYR6	PF02878	53	91	4.5541282051282055	38	G5BZP0	54	92	5.1179999999999986	38
Q9CYR6	PF02878	101	165	17.055953846153848	64	G5BZP0	102	166	7.940307692307696	64
Q9DB60	PF13911	62	163	2.02343137254902	101	G5ATI9	63	175	1.832663716814159	112
Q8K370	PF00441	903	1051	0.4014832214765099	148	G5AKU5	889	1042	1.0293116883116882	153
Q8K370	PF01636	289	502	1.2019018691588792	213	G5AKU5	275	488	1.2157757009345802	213
Q8K370	PF02770	790	891	0.7795392156862744	101	G5AKU5	776	877	1.8308431372549012	101
Q8K370	PF02771	663	785	0.3026585365853657	122	G5AKU5	649	771	0.2162357723577236	122
Q8K370	PF13419	129	230	0.18544117647058836	101	G5AKU5	115	216	0.7845882352941177	101
Q9ERI5	PF02373	173	287	4.709826086956522	114	G5AQT9	174	288	4.7120434782608696	114
Q9D7I9	PF00868	9	125	5.783205128205128	116	G5BM43	5	121	9.98211111111111	116
Q9D7I9	PF00927	510	605	7.667635416666663	95	G5BM43	506	601	7.8677291666666695	95
Q9D7I9	PF00927	624	720	16.569020618556692	96	G5BM43	620	716	7.992391752577318	96
Q9D7I9	PF01841	277	365	11.248101123595506	88	G5BM43	273	361	11.2513595505618	88
Q9QYN3	PF00089	47	268	2.9737657657657675	221	G5BR96	22	241	0.5554454545454544	219
Q3TX51	PF13855	41	99	0.4789661016949152	58	G5ARY3	42	100	0.4788644067796609	58
Q3TX51	PF13855	119	168	3.44854	49	G5ARY3	120	169	0.11082000000000004	49
Q8BRH4	PF00628	389	435	0.0	46	G5AMU8	369	415	0.0	46
Q8BRH4	PF00628	952	1000	0.1501428571428571	48	G5AMU8	366	413	0.0	47
Q8BRH4	PF00628	1001	1047	0.3869361702127659	46	G5AMU8	368	413	0.0	45
Q8BRH4	PF00856	4773	4877	2.52655238095238	104	G5AMU8	4595	4699	2.5225428571428563	104
Q8BRH4	PF05964	4542	4593	0.5858461538461539	51	G5AMU8	4368	4419	0.514980769230769	51
Q8BRH4	PF05965	4599	4683	7.6616705882352925	84	G5AMU8	4425	4509	7.728517647058823	84
Q8BRH4	PF13771	250	328	1.0486202531645568	78	G5AMU8	183	261	1.8427594936708855	78
Q8BRH4	PF13832	4392	4488	0.3317835051546392	96	G5AMU8	4218	4314	0.4518350515463918	96
Q8VD62	PF08939	160	258	9.331757575757576	98	G5BWV7	114	212	10.139676767676766	98
Q9CZN8	PF01425	28	483	4.724138157894736	455	G5BMN6	5	463	4.991899782135075	458
Q9D1L9	PF16672	0	87	10.030829545454548	87	G5BD78	1	88	10.0825	87
P62843	PF00203	42	127	0.6575813953488371	85	G5AZL1	43	128	0.6575813953488371	85
Q08535	PF00123	32	58	0.0	26	G5C487	20	46	0.0	26
Q5SYD0	PF00063	30	681	7.7895444785276124	651	G5BVL5	1	652	7.796576687116578	651
Q5SYD0	PF00612	702	718	13.548529411764704	16	G5BVL5	673	689	7.999470588235292	16
Q5SYD0	PF06017	802	954	11.143647058823529	152	G5BVL5	773	924	9.876052631578947	151
Q9D1T5	PF15321	9	100	0.7522282608695652	91	G5C2B2	13	105	0.0	92
O88609	PF00046	219	274	6.1895	55	G5BLI0	220	274	6.312090909090909	54
O88609	PF00412	55	109	0.1978181818181818	54	G5BLI0	56	110	0.1970181818181818	54
O88609	PF00412	114	171	0.2437241379310345	57	G5BLI0	115	172	0.24267241379310345	57
Q64163	PF02319	128	198	3.9727746478873236	70	G5AZ59	103	172	5.218871428571427	69
Q64163	PF08781	264	351	2.8249772727272737	87	G5AZ59	286	362	0.4111818181818183	76
Q8BMD8	PF00153	192	278	0.1257586206896552	86	G5BQU4	193	279	0.12517241379310345	86
Q8BMD8	PF00153	282	372	2.060395604395604	90	G5BQU4	283	373	0.2704285714285713	90
Q8BMD8	PF00153	382	469	11.923079545454545	87	G5BQU4	383	470	10.578897727272727	87
Q8BMD8	PF13499	24	83	0.02658333333333333	59	G5BQU4	25	84	1.6115833333333331	59
Q8BMD8	PF13499	88	148	0.0479016393442623	60	G5BQU4	89	149	1.8458688524590168	60
Q8BJ34	PF01936	351	488	4.745601449275363	137	G5AK08	353	490	4.632449275362318	137
Q8BJ34	PF11608	508	592	8.009423529411766	84	G5AK08	510	594	8.00743529411765	84
Q8BJ34	PF12872	1091	1155	1.0244615384615383	64	G5AK08	1101	1165	0.976369230769231	64
Q8BJ34	PF12872	1249	1315	3.304313432835821	66	G5AK08	1259	1325	5.7729253731343295	66
Q8BJ34	PF12872	1326	1393	0.2838676470588235	67	G5AK08	1336	1403	0.2838382352941177	67
Q8BJ34	PF12872	1400	1468	9.190159420289856	68	G5AK08	1410	1478	9.196942028985507	68
Q8BJ34	PF12872	1475	1545	3.9545774647887315	70	G5AK08	1485	1555	3.9109859154929594	70
Q64434	PF00017	77	154	6.476064102564102	77	G5C8D1	78	155	2.0776282051282062	77
Q64434	PF00018	15	63	7.603530612244897	48	G5C8D1	16	64	1.9136734693877555	48
Q64434	PF07714	191	440	4.524775999999998	249	G5C8D1	187	436	4.5221680000000015	249
A2ABV5	PF08638	55	242	3.0476808510638285	187	G5B9K3	4	191	3.0292021276595764	187
Q921K8	PF13402	633	839	2.027777777777778	206	G5C2N0	633	838	0.8596553398058255	205
Q921K8	PF17291	525	632	11.867601851851854	107	G5C2N0	525	631	9.514570093457943	106
P57096	PF00021	22	92	6.8439718309859146	70	G5C8X5	23	93	0.17300000000000004	70
Q61247	PF00079	84	435	5.923642045454542	351	G5BCV1	85	436	5.599161931818184	351
Q9CXI0	PF01209	63	325	4.815311787072243	262	G5B770	64	326	4.610315589353612	262
Q9JKV1	PF04683	28	110	6.0117831325301205	82	G5BDW7	29	111	6.0117831325301205	82
Q9JKV1	PF16550	267	380	0.3677368421052632	113	G5BDW7	268	381	0.3677368421052632	113
Q8R1I2	PF02044	42	55	0.0	13	G5AYY6	41	54	0.0	13
Q922I5	PF00250	116	200	5.431494117647056	84	G5B466	124	208	5.263364705882354	84
Q6PDX6	PF13923	512	551	0.168875	39	G5ARV8	515	554	0.16912500000000005	39
Q6PDX6	PF15926	217	336	0.1637083333333333	119	G5ARV8	218	337	0.144025	119
Q6PDX6	PF15926	338	442	0.10476190476190476	104	G5ARV8	339	445	0.10294392523364486	106
Q3UGY8	PF09324	1240	1306	0.6178805970149254	66	G5AUC8	1203	1269	0.6177910447761193	66
Q3UGY8	PF16213	45	166	5.4603770491803285	121	G5AUC8	1	122	5.537393442622954	121
Q9JJ43	PF00076	118	184	6.43965671641791	66	G5B2N0	144	210	6.423537313432836	66
Q9JJ43	PF12414	251	340	0.16127777777777785	89	G5B2N0	277	367	0.11084615384615384	90
Q6TL19	PF00211	892	1077	7.08207526881721	185	G5BKD0	921	1106	7.810209677419355	185
Q6TL19	PF01094	68	416	5.866896848137532	348	G5BKD0	72	431	6.677730555555552	359
Q6TL19	PF07714	596	825	12.36238260869565	229	G5BKD0	608	854	14.564327935222677	246
P62965	PF00061	4	136	1.1121127819548866	132	G5AUK6	5	137	1.1292803030303027	132
Q6P7W0	PF02902	699	794	21.57902083333333	95	G5AL54	680	775	21.489635416666665	95
Q6P7W0	PF02902	991	1070	6.1480125	79	G5AL54	969	1048	6.088374999999999	79
Q91YK0	PF14580	182	317	1.0075808823529413	135	G5C6T8	183	317	0.8767407407407406	134
Q3UFS4	PF01585	69	112	0.06511363636363636	43	G5BZ80	74	117	0.06531818181818183	43
Q3UFS4	PF13821	212	260	8.133	48	G5BZ80	214	262	8.145918367346937	48
P50538	PF00010	56	107	0.09051923076923077	51	G5C6V9	58	109	0.08990384615384618	51
Q61823	PF02847	164	273	3.8930636363636353	109	G5BKC3	151	260	3.9025818181818193	109
Q61823	PF02847	328	438	4.114675675675676	110	G5BKC3	315	425	4.071981981981981	110
Q923U0	PF00790	12	149	0.9472318840579712	137	G5BPA0	13	150	0.9607753623188404	137
Q923U0	PF03127	211	287	11.384818181818176	76	G5BPA0	213	289	8.195532467532471	76
P83510	PF00069	24	288	2.488388679245283	264	G5BT58	25	289	2.489686792452832	264
P83510	PF00780	1014	1292	10.55110035842294	278	G5BT58	1050	1328	10.245989247311831	278
O35943	PF01491	86	193	1.6445555555555558	107	G5AVH9	15	122	1.5434722222222217	107
Q64368	PF00076	41	107	5.685820895522388	66	G5BMI0	42	108	5.41668656716418	66
Q64368	PF18872	170	189	1.47735	19	G5BMI0	171	190	1.6303499999999995	19
P48972	PF00249	134	177	0.0	43	G5BY90	51	94	0.0	43
P48972	PF09316	453	599	0.16981632653061227	146	G5BY90	328	473	0.2111712328767123	145
P48972	PF13921	66	93	0.10232142857142858	27	G5BY90	36	62	0.0	26
O70302	PF02017	34	108	16.52694666666666	74	G5C075	106	180	15.45456	74
Q921M7	PF07159	17	319	4.013178217821782	302	G5B4Q8	18	320	4.013178217821782	302
Q3TXZ1	PF00096	56	78	0.0	22	G5AZN9	164	186	0.0	22
Q3TXZ1	PF00096	84	106	0.0	22	G5AZN9	164	186	0.0	22
Q3TXZ1	PF00096	140	162	0.0	22	G5AZN9	220	242	0.0	22
Q3TXZ1	PF00096	170	189	0.0	19	G5AZN9	250	269	0.0	19
Q6IMB1	PF00071	28	196	4.670437869822484	168	G5ATV4	29	196	6.172845238095238	167
Q91V13	PF07359	0	65	17.66962121212121	65	G5BFF7	1	66	18.576846153846148	65
Q8CIM3	PF01565	115	251	1.23187591240876	136	G5C3S5	57	193	1.1811824817518253	136
Q8CIM3	PF02913	289	528	5.352762499999995	239	G5C3S5	231	470	4.9358458333333335	239
Q7TMB3	PF03370	152	255	0.3349615384615384	103	G5BV00	148	251	0.2520384615384616	103
Q8VH51	PF15519	341	441	1.467594059405941	100	G5B843	342	442	1.467594059405941	100
Q8VH51	PF00076	154	218	1.8794307692307688	64	G5B843	155	219	1.8516307692307692	64
Q8VH51	PF00076	251	320	3.7275	69	G5B843	252	321	3.720628571428572	69
Q3UHJ8	PF13639	354	395	4.170119047619048	41	G5BPZ1	385	426	3.4483333333333337	41
Q924C5	PF02816	1392	1589	3.7661161616161607	197	G5B1R8	1367	1564	3.7687323232323235	197
Q924C5	PF07679	76	168	0.9267311827956992	92	G5B1R8	87	179	0.9272365591397844	92
Q8R0P4	PF04430	5	118	0.5069736842105264	113	G5AW70	6	119	0.2288333333333333	113
Q6ZQF0	PF12738	202	265	9.402953125	63	G5BQB1	203	266	8.615906249999998	63
Q6ZQF0	PF12738	651	722	6.442388888888888	71	G5BQB1	654	725	14.122194444444444	71
Q6ZQF0	PF00533	104	174	0.3153661971830985	70	G5BQB1	105	175	4.0145915492957736	70
Q6ZQF0	PF00533	353	429	0.609038961038961	76	G5BQB1	356	432	0.5053246753246755	76
Q6ZQF0	PF00533	904	978	6.5382799999999985	74	G5BQB1	908	982	2.972600000000001	74
Q6ZQF0	PF00533	1262	1332	0.1711549295774648	70	G5BQB1	1272	1342	1.2994929577464789	70
Q8K4Q0	PF00400	1159	1193	7.160085714285715	34	G5BJ54	1159	1193	7.160342857142857	34
Q8K4Q0	PF02985	603	626	33.910999999999994	23	G5BJ54	603	626	33.94141666666666	23
Q8K4Q0	PF14538	54	205	8.332953947368418	151	G5BJ54	55	206	8.333059210526311	151
Q80ZI6	PF00536	576	628	5.267905660377358	52	G5BLH2	577	629	3.550094339622643	52
Q80ZI6	PF13855	82	138	10.891964912280702	56	G5BLH2	83	139	1.718754385964912	56
Q80ZI6	PF13920	676	718	6.745139534883719	42	G5BLH2	672	714	0.7776744186046511	42
Q8VI75	PF02985	394	423	6.074333333333334	29	G5B290	395	424	4.885833333333334	29
Q8VI75	PF03810	23	88	2.9130909090909087	65	G5B290	24	89	3.372939393939395	65
Q8VI75	PF13513	913	967	5.817745454545452	54	G5B290	911	967	5.5957368421052625	56
Q9D7P6	PF01592	35	158	0.005564516129032258	123	G5AWZ7	35	158	0.005564516129032258	123
A6H5Y3	PF00809	362	600	6.01481171548117	238	G5APN0	362	600	6.338133891213388	238
A6H5Y3	PF02310	761	851	13.563186813186805	90	G5APN0	769	859	12.140571428571427	90
A6H5Y3	PF02574	17	325	3.2800129449838216	308	G5APN0	18	325	3.354000000000001	307
A6H5Y3	PF02607	659	734	0.11953947368421053	75	G5APN0	659	734	0.17788157894736845	75
A6H5Y3	PF02965	953	1233	3.7677188612099655	280	G5APN0	961	1241	5.013395017793592	280
P18893	PF00726	14	172	1.9375094339622647	158	G5BP21	15	172	2.5507594936708857	157
Q8BX70	PF06650	2760	3011	4.424496031746032	251	G5AWB7	2732	2983	4.399626984126987	251
Q8BX70	PF09333	3500	3578	0.811481012658228	78	G5AWB7	3470	3547	7.266576923076923	77
Q8BX70	PF12624	33	114	5.104780487804878	81	G5AWB7	1	82	5.3725853658536575	81
Q8BX70	PF16908	181	412	0.6119353448275863	231	G5AWB7	149	380	0.4506077586206898	231
Q8BX70	PF16909	3318	3494	10.654163841807916	176	G5AWB7	3290	3464	14.068639999999993	174
Q8BX70	PF16910	610	831	1.1797072072072072	221	G5AWB7	579	800	2.4820090090090083	221
Q8BX70	PF16910	1174	1364	10.928057591623032	190	G5AWB7	1143	1334	8.796333333333333	191
Q8BX70	PF16910	1687	1878	7.002385416666669	191	G5AWB7	1658	1849	5.016000000000001	191
Q99PT1	PF02115	12	200	0.16296296296296292	188	G5BJ78	13	201	0.16142857142857145	188
P59242	PF01576	805	1140	0.001726190476190476	335	G5B8L7	808	1143	0.001711309523809524	335
Q6ZPJ3	PF00179	954	1099	12.579972602739725	145	G5AQU8	1133	1270	13.318260869565222	137
Q8R3V5	PF03114	20	278	0.15751351351351353	258	G5ASC8	6	311	0.16273529411764706	305
Q8R3V5	PF14604	346	396	2.1134313725490195	50	G5ASC8	381	431	2.112019607843137	50
Q8VCZ8	PF00849	17	181	2.4496303030303026	164	G5BXU8	18	182	1.942884848484848	164
P33611	PF04042	341	548	5.453091346153842	207	G5B6L1	342	549	4.360841346153847	207
P33611	PF08418	22	238	1.6494147465437794	216	G5B6L1	23	239	1.0521336405529955	216
Q9DCX2	PF05873	2	154	1.8441503267973864	152	G5BND2	3	155	1.4993594771241827	152
Q8VBU8	PF10523	257	325	3.769333333333337	68	G5BJE7	250	318	3.729608695652175	68
Q4G5Y1	PF07646	216	259	0.04215909090909091	43	G5B965	117	160	0.04229545454545455	43
Q4G5Y1	PF13418	267	306	13.148525000000005	39	G5B965	168	207	13.117799999999995	39
Q99N84	PF01084	109	160	1.5334615384615384	51	G5C3B7	112	163	1.1040769230769232	51
P24604	PF00017	245	328	2.24475	83	G5B8D6	248	331	2.244178571428572	83
P24604	PF00018	183	229	2.6979148936170216	46	G5B8D6	186	232	1.913	46
P24604	PF00169	6	109	3.81525	103	G5B8D6	7	110	6.551576923076923	103
P24604	PF00779	118	146	0.0	28	G5B8D6	119	147	0.0	28
P24604	PF07714	368	616	5.741967871485941	248	G5B8D6	371	619	6.11761044176707	248
Q91YR1	PF00241	16	130	5.7844695652173925	114	G5BX31	17	131	5.727486956521736	114
Q91YR1	PF00241	187	309	4.737528455284552	122	G5BX31	188	310	7.203487804878048	122
P33610	PF04104	211	447	2.60939240506329	236	G5C5L7	35	271	0.17238818565400835	236
P70392	PF00169	24	131	16.94106481481482	107	G5BK73	25	132	17.883	107
P70392	PF00617	956	1134	0.9704134078212292	178	G5BK73	996	1174	0.9841564245810056	178
P70392	PF00618	637	755	7.567075630252105	118	G5BK73	638	768	7.622091603053434	130
P70392	PF00621	249	422	7.121706896551722	173	G5BK73	250	423	3.834948275862069	173
Q3TAA7	PF15904	7	93	8.498160919540231	86	G5AKI5	8	94	8.472356321839083	86
P38533	PF00447	57	109	0.05339622641509434	52	G5B3W6	1	53	0.0	52
P38533	PF06546	229	509	0.6719359430604982	280	G5B3W6	123	404	0.6693014184397162	281
Q60631	PF00017	59	134	8.356421052631575	75	G5BNB5	60	135	8.356421052631575	75
Q60631	PF00018	3	49	0.09548936170212767	46	G5BNB5	4	50	0.09548936170212767	46
Q60631	PF00018	161	205	0.5691333333333334	44	G5BNB5	162	206	0.4248	44
Q8R179	PF07707	213	242	0.4983333333333334	29	G5BPD3	39	68	0.523	29
Q8R179	PF13964	333	381	5.126693877551023	48	G5BPD3	159	207	5.132857142857142	48
P17918	PF00705	0	123	2.2189193548387096	123	G5B4W1	1	124	2.2177741935483866	123
P17918	PF02747	126	253	2.0014296874999995	127	G5B4W1	127	254	2.56478125	127
G5E8A8	PF03148	94	476	1.0091148825065277	382	G5BWF7	96	466	0.9497816711590296	370
P62830	PF00238	21	137	6.7552051282051275	116	G5BK67	22	138	6.689324786324788	116
O35716	PF00017	79	154	5.3860789473684205	75	G5BVA2	79	154	5.3733815789473685	75
O35716	PF07525	171	204	2.733617647058824	33	G5BVA2	171	204	2.045911764705882	33
A2AAY5	PF00018	159	202	5.620727272727274	43	G5BBY1	163	206	4.643545454545454	43
A2AAY5	PF00018	227	271	0.19273333333333326	44	G5BBY1	231	275	0.11984444444444445	44
A2AAY5	PF00018	376	418	3.002348837209301	42	G5BBY1	380	442	2.545031746031746	62
A2AAY5	PF00787	31	123	0.14510752688172046	92	G5BBY1	12	127	0.1046551724137931	115
A2AAY5	PF07653	851	904	17.40051851851852	53	G5BBY1	875	928	16.074796296296302	53
Q9JM14	PF06941	4	192	1.282497354497354	188	G5BNC4	4	192	1.0410952380952383	188
Q8R034	PF05839	0	72	0.0	72	G5BL14	1	73	0.0319041095890411	72
P60334	PF05995	0	169	4.072417647058824	169	G5BL89	1	170	4.451364705882354	169
P97432	PF00564	4	84	0.6355555555555554	80	G5BN96	5	84	0.5580125	79
P97432	PF00569	216	249	0.00988235294117647	33	G5BN96	223	255	0.017181818181818184	32
P97432	PF16158	379	478	7.275679999999999	99	G5BN96	386	485	7.886730000000001	99
Q921Q7	PF02204	481	569	5.973247191011236	88	G5BWX6	472	559	5.963488636363636	87
Q9QX96	PF00096	399	421	0.0	22	G5BFU8	402	424	0.0	22
Q9QX96	PF00096	656	675	0.0	19	G5BFU8	660	679	0.0	19
Q9QX96	PF00096	690	710	0.042666666666666665	20	G5BFU8	694	714	0.042666666666666665	20
Q9QX96	PF13912	909	931	0.0	22	G5BFU8	913	935	0.0	22
P32114	PF00292	15	135	0.3886611570247933	120	G5CAE5	49	168	0.3928750000000001	119
P32114	PF12403	306	363	0.0	57	G5CAE5	623	679	0.0	56
Q8CIB5	PF00169	385	474	0.6767666666666665	89	G5BF91	386	475	0.6766555555555555	89
Q8CIB5	PF00373	280	384	2.5714380952380966	104	G5BF91	281	385	4.156819047619045	104
Q8CIB5	PF18124	12	96	0.03429411764705882	84	G5BF91	13	97	0.7287764705882352	84
Q91Y44	PF00439	43	118	6.118578947368423	75	G5ASI3	240	316	0.8452597402597402	76
Q91Y44	PF00439	274	361	0.8227159090909091	87	G5ASI3	229	316	0.7468295454545454	87
Q91Y44	PF17035	504	566	0.44453968253968257	62	G5ASI3	459	521	3.122111111111112	62
Q91Y44	PF17105	913	955	0.19839534883720933	42	G5ASI3	790	832	5.48807142857143	42
Q3UHF3	PF00249	281	325	15.4084	44	G5AU80	288	332	22.81613333333333	44
Q3UHF3	PF01448	175	223	0.6098571428571427	48	G5AU80	183	230	1.2566250000000003	47
Q8R5K2	PF00443	153	678	2.9948726235741425	525	G5AXK9	153	679	2.9902713472485765	526
Q8R5K2	PF02148	29	90	1.6827419354838704	61	G5AXK9	30	91	1.7011290322580646	61
Q8R5K2	PF06337	706	775	1.5131142857142852	69	G5AXK9	707	776	1.0407714285714291	69
Q8R5K2	PF06337	813	882	6.688099999999998	69	G5AXK9	814	883	5.920142857142854	69
Q91ZJ0	PF02732	281	412	2.687409090909092	131	G5B6I9	275	406	4.498893939393938	131
Q9Z131	PF05276	43	268	0.27838938053097345	225	G5BUL6	29	297	0.3588773234200744	268
Q9WVJ2	PF01399	231	333	1.6691165048543688	102	G5AUB9	232	334	5.781388349514563	102
Q4KMM3	PF01476	99	141	1.9417906976744184	42	G5AZ80	201	243	1.187604651162791	42
Q4KMM3	PF07534	729	864	9.477007352941179	135	G5AZ80	834	969	9.237485294117645	135
Q8BH02	PF06309	141	246	2.8160943396226417	105	G5BFZ4	147	252	5.682264150943398	105
O88986	PF00155	63	404	3.504131578947372	341	G5AYR6	67	408	3.775298245614035	341
A8Y5H7	PF00650	322	489	8.210636904761905	167	G5AQT4	322	489	8.212202380952384	167
A8Y5H7	PF03765	274	295	0.0	21	G5AQT4	274	295	0.0	21
A8Y5H7	PF04707	16	172	3.8547898089171984	156	G5AQT4	17	173	3.8546050955413995	156
Q8C7R4	PF00899	55	223	2.1656272189349117	168	G5B222	1	169	1.6872603550295855	168
Q8C7R4	PF00899	446	629	4.407423913043479	183	G5B222	392	575	4.3915434782608695	183
Q8C7R4	PF09358	954	1042	1.0422696629213486	88	G5B222	900	988	0.5915617977528087	88
Q8C7R4	PF10585	630	883	1.1766338582677172	253	G5B222	576	829	1.4700905511811022	253
Q8C7R4	PF16190	224	291	1.1837205882352946	67	G5B222	170	237	0.8279852941176472	67
Q8C7R4	PF16191	293	361	1.3442318840579712	68	G5B222	239	307	0.16143478260869565	68
Q6NSW3	PF05716	1593	1667	13.92410666666667	74	G5C9F6	1591	1665	10.979346666666665	74
Q68FG0	PF10146	13	143	0.0	130	G5C7V9	14	144	0.0	130
Q68FG0	PF10146	142	220	0.0	78	G5C7V9	143	221	0.0	78
Q99LM9	PF12767	6	110	5.891104761904762	104	G5AQ40	7	111	5.891342857142856	104
Q99LM9	PF12767	137	191	18.91536363636364	54	G5AQ40	138	192	18.929872727272727	54
P15331	PF00038	99	409	0.4701125401929261	310	G5AU23	176	446	0.522509225092251	270
P15331	PF04732	39	98	0.0	59	G5AU23	116	175	0.39635	59
Q9EQH3	PF03635	258	751	9.002313765182185	493	G5C3N6	284	767	8.50674173553719	483
Q6NZC7	PF00536	647	695	0.4348979591836735	48	G5BM77	96	144	0.408734693877551	48
Q6NZC7	PF02862	776	985	4.313819047619049	209	G5BM77	225	434	4.6748047619047615	209
Q8C142	PF14719	46	186	13.769815602836884	140	G5BHW2	48	188	14.090773049645396	140
Q6ZQF7	PF10513	48	174	0.4015826771653543	126	G5BN15	49	175	0.4073779527559056	126
Q6ZQF7	PF13831	213	246	0.057264705882352926	33	G5BN15	214	247	0.057088235294117634	33
Q6ZQF7	PF13832	252	363	2.383294642857144	111	G5BN15	253	364	1.12125	111
P17427	PF02296	824	844	0.0	20	G5C8F7	835	854	0.0	19
P17427	PF02883	711	815	3.55254285714286	104	G5C8F7	710	826	3.1861367521367514	116
P17427	PF01602	43	586	9.089343750000015	543	G5C8F7	42	586	9.015508256880752	544
Q6P926	PF15175	10	189	0.5027277777777777	179	G5AZ73	11	190	0.5745611111111109	179
Q8K0Q5	PF00620	342	488	4.401204081632653	146	G5C768	347	493	5.301374149659866	146
Q99PV0	PF01398	2100	2203	1.1846153846153846	103	G5BCV3	2101	2204	1.1741346153846153	103
Q99PV0	PF08082	57	208	1.5687236842105263	151	G5BCV3	58	209	1.5687236842105263	151
Q99PV0	PF08083	395	800	2.2363448275862066	405	G5BCV3	396	801	2.2363448275862066	405
Q99PV0	PF08084	2211	2331	8.935561983471077	120	G5BCV3	2212	2332	8.403991735537193	120
Q99PV0	PF10596	1441	1599	2.553452830188679	158	G5BCV3	1442	1600	2.553452830188679	158
Q99PV0	PF10597	1209	1342	5.861014925373137	133	G5BCV3	1210	1343	5.861014925373137	133
Q99PV0	PF10598	985	1075	14.79076923076923	90	G5BCV3	986	1076	14.79076923076923	90
Q99PV0	PF12134	1759	1988	6.917534782608694	229	G5BCV3	1760	1989	6.917534782608694	229
Q8BYH3	PF05206	164	467	4.615486842105264	303	G5C724	165	469	3.5105344262295053	304
Q8BYH3	PF05253	56	79	0.0	23	G5C724	57	80	0.0	23
Q8BYH3	PF11722	16	44	0.1117241379310345	28	G5C724	17	45	0.3643103448275861	28
Q9WTP3	PF00178	239	321	3.2509397590361444	82	G5BCF9	248	330	3.175	82
Q9WTP3	PF02198	121	201	2.4401604938271606	80	G5BCF9	130	210	2.5302098765432097	80
Q60974	PF00249	623	668	0.09076086956521738	45	G5BEV1	623	668	0.09076086956521738	45
Q60974	PF15784	151	237	3.5494022988505747	86	G5BEV1	150	236	4.408183908045976	86
P97737	PF00019	373	474	2.0808529411764707	101	G5AZY8	369	470	2.0855294117647065	101
O54915	PF00104	241	407	8.371670658682635	166	G5AU97	240	406	9.404532934131737	166
O54915	PF00105	36	105	0.013285714285714288	69	G5AU97	44	113	0.013214285714285715	69
