proteinID_x,Aggregation_x,clusterNumber,length_x,proteinID_y,Aggregation_y,length_y,diff_length,gene_name,Pasta_Aggregation_x,Pasta_Aggregation_y
G5B6Y5,2.6588301886792434,6538,477,Q3U186,4.054631487889272,578,-101,Rars2,0.20964360373123672,0.17301037911904849
G5AS75,5.363045138888889,9365,288,Q9CZ49,4.112977351916377,574,-286,Klhl35,0.3472221880294788,0.1742160268821674
G5BLS0,5.6230888888888915,6522,405,Q8R3E3,4.331690582959642,446,-41,Wipi1,0.24691358031026653,0.22421524565915463
G5C6F0,5.779812941176479,1658,850,Q8CJF8,5.709729384436705,861,-11,Ago4,0.11764706041302325,0.11614401930750297
G5BBN7,6.410766666666671,10561,360,P58801,2.2328107606679026,539,-179,Ripk2,0.2777777785547778,0.18552876092016873
G5BAN7,2.155387947269303,4261,531,Q8C735,2.039523985239852,542,-11,Lin9,0.1883239110181357,0.18450184523857563
G5C911,0.25649494949494955,7540,495,Q9QXX8,0.8938181818181811,484,11,Nufip1,0.20202020580145053,0.20661157362507152
G5AUQ5,6.8978885630498485,7494,341,Q8QZR7,6.897903225806448,341,0,Pdik1l,0.2932551310088914,0.2932551340083578
G5BG70,5.273290322580645,6973,496,Q8K4F6,6.160739784946231,465,31,Nsun5,0.2016129027419154,0.21505376717002156
G5AMV1,8.652399999999993,11159,280,Q9CX47,7.692086330935249,278,2,Xrcc2,0.35714286334464296,0.3597122308016269
G5B1H1,5.23150881953867,4471,737,Q5DU56,4.9907960526315795,1064,-327,Nlrc3,0.13568521284234725,0.09398496415369702
G5BDR0,13.986117647058819,13898,119,Q9JL62,8.28986124401914,209,-90,Gltp,0.8403361672836132,0.47846889966717693
G5BIE0,0.07809090909090909,8926,264,Q08624,0.07809090909090909,264,0,Hoxc4,0.3787878808325379,0.3787878845460984
G5AN55,5.781843629343626,4310,518,Q8R3P6,5.5870776699029125,515,3,Ints14,0.19305019402857537,0.1941747536445751
G5B782,4.556864353312305,8466,317,P14869,4.333646687697159,317,0,Rplp0,0.31545741675037847,0.31545741077895917
G5B274,6.478515503875968,12189,258,Q9QZL0,4.531843621399179,486,-228,Ripk3,0.3875969085186047,0.20576131975668688
G5BCX9,3.5553806228373683,4269,578,Q9JLB0,2.057497287522604,553,25,Mpp6,0.17301038019101386,0.1808318258905931
G5BY94,3.902955401387512,1233,1009,Q9QVP9,4.087596630327059,1009,0,Ptk2b,0.09910803044910514,0.09910803011314288
G5ASC0,2.159078703703704,13091,216,Q06348,0.2509595141700405,247,-31,Prrx2,0.4629629673587963,0.40485830611842105
G5C1T4,4.85009388646288,6108,458,Q9JKN6,1.0935069033530573,507,-49,Nova1,0.2183406111835082,0.1972386625397178
G5AXS7,3.1923551724137935,4050,580,Q9CXG9,3.1846522491349476,578,2,Phf19,0.17241379437209492,0.17301037529897617
G5B0I1,0.0,12245,183,Q9R0P4,0.0,181,2,Smap,0.5464480793675954,0.5524861999596682
G5B0D8,4.255369565217392,4591,598,P58069,4.876886658795751,847,-249,Rasa2,0.16722408466573907,0.11806375737686658
G5AY22,0.7282665330661324,2782,998,Q7TSH4,0.9557639442231075,1004,-6,Ccp110,0.10020040144148294,0.0996015936126126
G5ANB4,2.8031496698459275,826,1363,P54276,3.3028019145802623,1358,5,Msh6,0.07336757194828468,0.07363770210727785
G5BEB2,5.805700854700853,2304,819,O88398,4.320686202686203,819,0,Avil,0.12210012477697198,0.12210012120080699
G5AX77,4.725336805555553,12155,288,Q9CQK3,9.141416370106766,281,7,Rdm1,0.3472222189013888,0.3558718751658397
G5BEC9,1.4957441860465117,1172,1032,P33175,1.4968198636806245,1027,5,Kif5a,0.09689922581408908,0.09737098152929867
G5AV69,4.797010389610389,8310,385,Q640N2,6.40483138173302,427,-42,Arl13b,0.2597402394610749,0.23419203707269445
G5AS04,8.551974576271183,12712,236,Q8BZA9,9.1330780669145,269,-33,Tigar,0.42372881595173717,0.3717472142302602
G5BQM4,0.01987037037037037,9595,270,O35326,0.019944237918215615,269,1,Srsf5,0.3703703654103708,0.37174721332639415
G5BQY4,3.2811885714285713,13365,175,Q9JJ48,0.0,305,-130,Zc3h8,0.5714285821115997,0.3278688639262294
G5BQX6,0.9147723577235779,5254,615,Q91WL0,2.073468333333334,600,15,Eps8l3,0.16260162795692681,0.1666666654325201
G5B377,4.777683098591549,3613,568,Q8BZM0,4.776114436619718,568,0,Klhl12,0.17605633752355623,0.17605634324663902
G5BQN0,7.543413461538462,13853,104,P84089,7.54671153846154,104,0,Erh,0.9615384654125001,0.9615384579221155
G5AZS8,0.7000730994152047,9436,342,Q9DBT3,0.3037823529411765,340,2,Ccdc97,0.2923976651179243,0.2941176480516177
G5BN85,4.8064117647058815,13460,170,Q9D7X3,4.098789189189188,185,-15,Dusp3,0.5882352492364706,0.540540534257838
G5AKU1,5.5539397590361474,12603,166,P51667,5.54406626506024,166,0,Myl2,0.6024096370804818,0.6024096352574096
G5BYW8,3.2205906040268464,10157,298,Q9CWY8,2.166707641196014,301,-3,Rnaseh2a,0.3355704700123152,0.332225922061611
G5AQN3,6.552011747430249,3642,681,E9Q956,6.648186490455209,681,0,Mcmdc2,0.14684287649527156,0.14684287849355349
G5CAU0,2.059823033707865,7333,356,Q9WV02,1.7896905370843987,391,-35,Rbmx,0.2808988927112865,0.2557544647390998
G5C2W2,0.05086444007858547,5680,513,Q7TN02,0.5632023809523807,588,-75,Med26,0.1949317859374815,0.17006802528245232
G5BN90,3.693853309481219,5544,559,A2A4P4,3.5885930018416214,543,16,Gm27029,0.17889087469580142,0.18416206351015113
G5ALS7,0.46713148148148165,5308,540,Q6NXH9,0.6117940630797776,539,1,Krt73,0.1851851826683333,0.1855287565352504
G5BK77,3.8604683870967764,1397,1550,Q80U44,3.4016845549738224,1528,22,Zfyve16,0.06451612975152675,0.06544502716217918
G5APX7,6.220141242937853,8290,354,O54863,5.249036312849163,358,-4,Tssk2,0.28248587989193785,0.2793296044395133
G5BSK5,5.16262253521127,8778,355,Q9R062,2.160297297297298,333,22,Gyg1,0.28169013571028156,0.30030030170592203
G5C017,4.0624262734584455,9070,373,Q3UFY8,3.2164299516908197,414,-41,Trmt10c,0.26809651267340473,0.24154590086526329
G5C989,0.846453846153846,13795,130,Q8BFX1,0.5700466101694915,236,-106,Rnf187,0.7692307781053844,0.4237288097640253
G5AK36,8.346512345679013,8375,324,P26516,8.300292834890964,321,3,Psmd7,0.3086419719983057,0.31152648175981695
G5AUG8,3.452187265917603,12760,267,Q9CY94,0.9080462962962955,216,51,Gins3,0.37453184647400006,0.4629629501097223
G5CBK4,2.5598926470588252,4459,680,Q3USS3,2.6252363877822034,753,-73,Drc1,0.1470588202907795,0.132802124442567
G5C520,1.5528163265306127,10508,245,Q64674,0.8636556291390732,302,-57,Srm,0.4081632715955099,0.3311258293225579
G5C8V6,6.084636904761907,12897,168,Q8BGC9,7.432538194444439,288,-120,Creg2,0.5952380935821431,0.34722222522643753
G5AL61,0.08139204545454545,7220,352,P80205,0.08065352112676058,355,-3,Otx1,0.284090907428977,0.28169013752112665
G5B5S4,7.163340720221599,7077,361,Q9D5T0,7.159889196675893,361,0,Atad1,0.2770083115251801,0.277008305528909
G5BRE8,1.6539463806970516,7331,746,Q8VDL4,6.491058467741935,496,250,Adpgk,0.13404825743852428,0.20161290191179637
G5BNP7,7.246338266384773,6688,473,Q9D2C2,8.791284810126585,474,-1,Saal1,0.21141648989544215,0.21097046572163944
G5BM05,4.411925051334698,1347,974,Q8R307,4.616893114080162,973,1,Vps18,0.102669403773544,0.1027749215871799
G5BNE5,4.155197204968943,4675,644,Q7TN83,4.75466353677621,639,5,Syt16,0.1552795027958074,0.1564945228115249
G5AX04,5.712441256830606,4103,732,Q8C1A3,5.34124568965517,696,36,Mtrr,0.13661201908317208,0.14367816310563636
G5BRX5,0.1349276315789474,14006,152,Q9CQ86,0.11249565217391302,115,37,Mien1,0.6578947066589469,0.8695651950973042
G5BQ75,1.6272536613942588,495,1707,Q6ZPF3,1.9659160349854246,1715,-8,Tiam2,0.058582308550402466,0.05830903725869522
G5CB88,3.1470214669051884,10307,559,Q9D939,2.8249256756756775,296,263,Sult1c2,0.17889087512753138,0.3378378397440203
G5BY42,2.970760736196319,7603,326,Q9DCJ1,2.97089263803681,326,0,Mlst8,0.30674847188711657,0.3067484695033742
G5AVW3,2.4572258905299744,1402,1151,Q64096,2.6588346388163635,1149,2,Mcf2l,0.08688097402426263,0.08703220364814945
G5AU87,1.1416250000000006,5938,440,Q9D0D5,1.3736772727272735,440,0,Gtf2e1,0.22727272422059108,0.22727272873067667
G5AQA3,6.203653038674032,1502,905,O55029,6.140672928176791,905,0,Copb2,0.11049723429892824,0.11049723892809309
G5BUL5,7.360609294320143,4295,581,Q9QXE0,6.828573149741825,581,0,Hacl1,0.1721170539952168,0.17211704326687333
G5B0F2,1.2258782201405156,5454,427,Q60973,1.2296823529411767,425,2,Rbbp7,0.23419203551851062,0.23529411360911281
G5C1A3,3.7073420634920637,2015,1260,Q8K3E5,4.346270296084045,1047,213,Ahi1,0.07936508062252318,0.09551098343673886
G5ASS2,4.227648888888891,11337,225,Q99LS3,2.5123866666666643,225,0,Psph,0.4444444464271112,0.444444456319111
G5C1M5,7.255201342281883,13702,149,Q9Z0J0,8.859973154362418,149,0,Npc2,0.6711409116022142,0.671140933502725
G5C9G4,2.3261720183486214,6593,436,Q9Z0Z3,1.4811037735849053,424,12,Skp2,0.22935779665405945,0.23584905604857745
G5CBB0,0.7683555858310626,4742,734,Q8C008,1.4143624678663245,778,-44,Dzank1,0.1362397778865666,0.12853469150811317
G5B8W9,1.2042945945945938,8703,370,Q8C6E0,0.24971428571428583,343,27,Cfap36,0.2702702661210814,0.2915451942775513
G5BH81,3.446218436873748,5915,499,Q80YV2,3.0221397205588816,501,-2,Zc3hc1,0.20040080333270735,0.19960079329476457
G5BNW8,1.6480423197492164,3590,638,Q99LJ0,0.9791739811912215,638,0,Cttnbp2nl,0.15673980986829134,0.15673981224195893
G5CBE3,0.06429596412556055,5074,669,E9Q459,0.2542830769230769,650,19,Zfp160,0.14947682990119587,0.15384615419923073
G5BIG6,0.13481168831168827,12947,154,Q9WU28,0.13481168831168827,154,0,Pfdn5,0.6493506351623375,0.6493506265844157
G5BN22,4.41881518151815,8783,303,P07214,4.433450331125827,302,1,Sparc,0.3300330071194721,0.33112579860996655
G5C235,2.674884228187923,3713,596,P97504,3.5510107526881756,651,-55,Bmx,0.16778523672371973,0.15360983306712175
G5BCU5,4.273827433628318,11579,226,Q9D7E3,4.766493333333332,225,1,Ovca2,0.44247786915539805,0.4444444240332666
G5BZQ6,4.397600755667508,4062,794,Q8CDK3,2.9417500000000025,788,6,Iqub,0.12594458433900033,0.12690355288816055
G5BI58,3.0132879256965936,7943,323,Q8BHZ0,3.031145510835914,323,0,Fam49a,0.30959752654109346,0.3095975274984501
G5BQL9,5.328179245283019,14085,106,Q9CR63,5.372207547169814,106,0,Cox16,0.9433961565183968,0.943396245121321
G5AQD3,3.555801426872771,3141,841,P51944,4.926151866151869,777,64,Ccnf,0.1189060647140121,0.1287001295570164
G5BTA1,2.372379761904761,2700,840,Q1HKZ5,1.47548070907195,959,-119,Map3k13,0.1190476188136226,0.10427529012018105
G5C5M1,0.11326548672566367,11161,226,O70251,0.12048888888888885,225,1,Eef1b,0.44247787549199113,0.44444444435280017
G5BPF9,1.431614457831325,10183,249,Q9JHT5,1.088383720930233,344,-95,Ammecr1,0.40160642512124073,0.2906976773290344
G5BHY8,1.7656785317018908,2327,899,Q5U464,1.5181139380530981,904,-5,Asap3,0.11123470326594115,0.1106194687423229
G5AZ92,4.489986798679868,4599,606,Q8BFR2,4.767055489964583,847,-241,Fstl5,0.1650165016123927,0.11806375367254235
G5AWS4,1.3301236559139786,13546,186,Q80VP5,0.053624999999999985,184,2,,0.5376344059247311,0.5434782542027176
G5AW45,1.5228949515553283,451,1961,Q61464,1.1620102040816325,1960,1,Znf638,0.050994391244022434,0.051020409459536176
G5CBA2,9.08101111111111,14395,90,Q8BVR0,9.503644444444443,90,0,Banf2,1.1111111390088884,1.1111110689797776
G5BNS9,1.2691924778761063,6235,452,Q3TKY6,1.2664328358208956,469,-17,Cwc27,0.22123893940216788,0.21321961992823005
G5C2Z2,0.05092307692307692,14838,52,Q9CQP0,0.7659846153846154,65,-13,Mrpl33,1.9230769124999996,1.5384615627692309
G5B2N1,2.5530315487571715,1115,1046,Q8CGY8,2.605650095602296,1046,0,Ogt,0.095602291412218,0.09560229351103115
G5B9U4,0.28552348993288584,9465,298,Q8BGS0,0.28778378378378383,296,2,Mak16,0.3355704699639696,0.337837836204527
G5ASJ7,3.0366923076923094,9242,351,Q8BFT2,1.9713305785123962,363,-12,Haus4,0.2849002861444444,0.27548209558495884
G5BMX2,7.198596153846143,7133,364,Q9QXB9,7.217217032967024,364,0,Drg2,0.2747252690542307,0.2747252701865962
G5BG80,6.511000000000004,10153,302,Q9CY21,3.3678469750889666,281,21,Bud23,0.33112583234731796,0.355871881170427
G5BAL6,3.465925143953933,4953,521,P32020,3.707307129798906,547,-26,Scp2,0.19193858304485603,0.182815358522532
G5ALX3,8.373817447495943,1438,1238,Q3V129,7.874606293169605,1303,-65,Ulk4,0.08077544456722163,0.07674596897568844
G5AL19,1.4871312649164683,7431,419,P97814,1.617149397590361,415,4,Pstpip1,0.23866348252417655,0.240963850692747
G5C5A4,2.0646203124999998,4307,640,Q8C879,1.898979719188768,641,-1,Zfp202,0.15625000003200307,0.15600624054182372
G5BXX6,4.282656862745098,12408,204,Q62160,3.2381111111111123,225,-21,Arhgdig,0.4901960814487742,0.44444443518328897
G5BQ03,3.2361552511415512,11082,219,Q8R107,3.2668202764976972,217,2,Prelid1,0.4566209929465753,0.46082949153866376
G5BDC6,0.5554908925318758,990,1098,Q80X50,0.5498392050587172,1107,-9,Ubap2l,0.09107468178969941,0.09033423802602882
G5C2G3,6.137908462867007,4550,579,Q8BGA8,6.5878633217993094,578,1,Acsm5,0.17271156899632145,0.17301037925691382
G5BJL3,9.894981220657273,13037,213,Q9D3P9,8.057757396449704,169,44,Nts,0.4694835595914508,0.5917159842014788
G5BQJ6,1.200412587412588,9886,286,Q9QZE7,0.8362206896551729,290,-4,Tsnax,0.3496503575010493,0.3448275899040002
G5BD60,0.016757425742574255,11868,202,Q80ZQ5,1.7235349794238688,243,-41,Jazf1,0.4950494900990097,0.4115226302905348
G5C5B4,10.686344709897613,9752,293,O89079,9.024357142857145,308,-15,Cope,0.3412969265003891,0.3246753308338281
G5C2I3,0.42774545454545476,13875,110,Q9CPV2,0.42774545454545476,110,0,Anapc16,0.9090908965445454,0.9090908952590906
G5BE30,1.32183495145631,3154,927,Q8C0D4,0.918330548926014,838,89,Arhgap12,0.10787486242952742,0.11933174067068623
G5AN84,3.4167497425334665,1710,971,Q8C0S1,3.0828812915479595,1053,-82,Dis3l,0.10298661401863958,0.09496676166228316
G5AN11,0.04045940170940172,6190,468,Q07231,0.3325531531531532,555,-87,Zscan21,0.21367521692764918,0.18018017930474056
G5AW52,0.6822821316614419,8645,319,Q8BJH1,0.633064814814815,324,-5,Zc2hc1a,0.31347962446009386,0.30864197152249695
G5C6E0,2.4433791064388926,492,1522,A2A791,2.3626339573918647,1549,-27,Zmym4,0.0657030235107622,0.06455777860396028
G5BA10,2.542090909090909,7856,374,Q8R0F3,3.054879032258064,372,2,Sumf1,0.26737967686604286,0.2688171998237148
G5BPH0,1.941566753926703,6159,764,Q3U1U7,2.4172724679029933,701,63,Ahrr,0.13089005462227096,0.14265335175304594
G5ARJ8,7.657245746691882,2761,1058,Q9CRT8,7.273191069574253,963,95,Xpot,0.09451795924761737,0.10384216071198304
G5AVI0,2.594859519408503,4899,541,P70181,2.46817625231911,539,2,Pip5k1b,0.18484288611519425,0.18552875516203512
G5AW18,2.0556250000000005,3554,578,Q8BYK6,2.0212205128205136,585,-7,Ythdf3,0.173010381281289,0.17094017289646152
G5BHT8,3.534732057416268,12486,209,Q91W63,2.786815384615383,195,14,Nmrk1,0.47846890016717697,0.5128205136718564
G5AKQ1,0.7639839743589748,9829,312,Q8R5M0,0.9217306397306394,297,15,Gipc3,0.320512816404782,0.33670033723687925
G5BRQ9,7.615664670658675,9424,334,Q91YP6,6.318551181102368,381,-47,Elmod3,0.29940119665035936,0.2624671975019696
G5BZN4,3.2804466165413517,4304,665,Q9Z185,4.352252265861024,662,3,Padi1,0.15037593744950362,0.15105739967979165
G5AKY4,2.9696305125148963,2128,839,P48722,2.713502386634846,838,1,Hspa4l,0.11918951315166386,0.11933174511808374
G5ARM3,7.067731034482749,2420,725,Q6PHQ8,6.957514482758612,725,0,Naa35,0.137931032853029,0.13793103798401063
G5BRG3,1.2381173959445033,3754,937,Q3ULW6,1.2810568527918778,985,-48,Ccdc33,0.10672358487257731,0.10152283852005282
G5BW64,3.079114832535885,8111,418,D3YY91,3.9894810426540293,422,-4,Lrr1,0.2392344496976315,0.2369668261614668
G5BEW2,3.6070277777777777,7414,360,P47811,3.607916666666666,360,0,Mapk14,0.277777771338361,0.2777777834431919
G5C522,4.175594202898551,5926,414,Q921F2,4.169169082125604,414,0,Tardbp,0.2415458942097342,0.2415458948171471
G5BV92,6.469337579617831,9065,314,O54983,5.695194888178918,313,1,Crym,0.3184713301578346,0.31948881208111496
G5BCJ8,1.6618092783505156,12646,194,F6TQD1,2.0893615635179157,307,-113,Rnf212,0.5154639060871132,0.32573289152175894
G5ALD0,0.829980769230769,12670,156,Q9CQ49,0.8384551282051285,156,0,Ncbp2,0.6410256358532055,0.6410256237916667
G5AU11,4.65611221122112,11201,303,Q91YP1,5.653263157894738,285,18,Bcdin3d,0.3300329994924094,0.35087719923080996
G5BJD9,1.024116417910448,9831,335,P22893,0.02061128526645768,319,16,Zfp36,0.29850746552044793,0.3134796182136053
G5BB49,11.641224770642193,14452,218,P08505,4.8453696682464455,211,7,Il6,0.45871559576935794,0.47393366178241203
G5AQP5,4.461485666104554,6956,593,Q3U564,3.996619377162631,578,15,Dcp1b,0.16863406692885324,0.17301037747975265
G5AXI6,6.739695670995676,140,2310,Q0KK59,6.375190677966108,2596,-286,Unc79,0.043290044041291206,0.03852080214806519
G5C7G5,7.426413824884787,1847,1085,D3YVL2,5.714904469763371,1141,-56,Cfap70,0.09216589829737235,0.08764241900917873
G5C1U3,1.901321931589537,4692,497,Q99L48,1.8113300198807138,503,-6,Nmd3,0.20120724324848266,0.1988071571798214
G5BLX2,2.5007116991643454,2417,718,Q8C0V0,2.341851174934725,766,-48,Tlk1,0.1392757653804554,0.1305483024017908
G5AZZ5,3.4398265424912693,2394,859,Q8C050,5.1490984936268855,863,-4,Rps6ka5,0.11641443814777008,0.11587485726063489
G5AWY0,6.246838521400773,6482,514,Q8VI94,7.117767123287676,511,3,Oasl1,0.19455253003206197,0.1956947140520945
G5BEW7,5.784830409356728,11487,342,Q80X86,5.693617647058822,340,2,Armc12,0.2923976581281578,0.2941176594211471
G5BYX2,2.069577405857742,3214,717,Q7TMK6,1.8049371508379892,716,1,Hook2,0.13947001333364012,0.13966480719363153
G5C323,2.580807947019865,10776,302,Q99N96,0.8356636904761897,336,-34,Mrpl1,0.33112582771423854,0.2976190490478454
G5BZS8,4.676429545454546,6591,440,Q99ML0,4.228772727272727,440,0,Zmynd10,0.22727272276190896,0.227272728383175
G5ASA3,3.696519230769231,11339,208,Q9QYE9,3.075810699588478,243,-35,Plekhb1,0.48076926659471153,0.4115226333705471
G5AXC3,7.2799683544303795,12710,158,P61967,7.285107594936706,158,0,Ap1s1,0.6329114016130384,0.6329114117380699
G5AYS5,3.3062678571428568,6038,560,Q80Y61,1.065984674329502,522,38,Baiap2l2,0.17857142769685713,0.191570883388339
G5BVM6,1.885231273920175,794,1829,Q4QY64,2.1882081051478637,1826,3,Atad5,0.0546746854071082,0.05476451167398608
G5BL42,9.056484184914849,7651,411,Q61457,9.04690196078431,408,3,Ccne1,0.24330900704370145,0.2450980383223186
G5AZI3,7.838665071770337,6066,418,Q9CZP5,6.956578947368415,418,0,Bcs1l,0.23923445085909095,0.23923445115239222
G5C1A9,5.407071782178211,763,1212,O35099,4.792842028985516,1380,-168,Map3k5,0.0825082517953099,0.07246376497356759
G5AUA1,4.565593406593406,6765,455,Q8VI78,4.0507061403508775,456,-1,Pla1a,0.2197802172976044,0.2192982488907654
G5BF90,3.3406143292682917,4263,656,Q80YA3,3.995021937842778,547,109,Ddhd1,0.15243902157799682,0.18281535793758277
G5B7C5,5.962643391521201,11895,401,Q8BSH2,8.141163090128755,233,168,Olfml1,0.2493765587055635,0.42918454873630946
G5BVK2,3.502302013422817,9397,298,Q9CPV4,3.3201610738255023,298,0,Glod4,0.3355704408169799,0.3355704678800335
G5BPF3,3.306918793503481,5775,431,Q7TSE6,3.0506961206896555,464,-33,Stk38l,0.23201856169721571,0.21551723541414014
G5ARU1,3.7658854625550644,8175,454,Q99P21,2.6529475728155325,515,-61,Mutyh,0.22026431254658366,0.19417475952121366
G5ANP6,5.669522911051207,8635,371,Q8VDB8,6.007479784366581,371,0,Lrrc2,0.2695417786905124,0.2695417846058085
G5ARZ3,1.8629714285714285,11426,210,P57784,1.594992156862745,255,-45,Snrpa1,0.4761904715328098,0.39215686646097253
G5B5L9,1.125290398126464,6444,427,Q80Y55,0.8243981264637005,427,0,Bsdc1,0.23419203595639357,0.23419203028619645
G5BTB8,6.733090909090906,11183,297,P40226,5.293199438202248,356,-59,Thpo,0.33670033712540054,0.280898881022222
G5B199,8.202671728971962,2842,856,P70261,7.462848661233999,859,-3,Pald1,0.11682243274832699,0.11641443444846238
G5ATQ0,0.005829145728643217,13214,199,Q9DCJ7,0.11624499999999999,200,-1,Aurkaip1,0.5025125668090452,0.500000006675
G5AMF9,3.4395551020408135,13330,245,Q6P1G6,0.9098837209302327,215,30,Fam167a,0.4081632708217551,0.465116285787907
G5B2Q8,5.28874061990212,3787,613,Q9Z0X1,5.04032026143791,612,1,Aifm1,0.16313214021996233,0.16339868976948144
G5C1M7,0.6022144886363637,4826,704,Q3SYK4,0.875497297297296,740,-36,Vrtn,0.14204545362488633,0.1351351369747567
G5BAG9,2.511245161290322,10668,465,P46686,1.6237330960854104,562,-97,Tulp2,0.2150537644733979,0.17793593941576205
G5AY82,0.2200351617440224,3371,711,Q8C0C0,0.637460526315789,836,-125,Zhx2,0.140646973853128,0.11961722403294017
G5ARA1,4.375611181702669,3676,787,P48678,1.41607969924812,665,122,Lmna,0.12706480319408506,0.15037593877066158
G5C5U7,2.4716788429445593,104,5393,Q9QXS1,1.9072425921978249,4691,702,Plec,0.020008003200185705,0.02131741590564371
G5BMS2,0.4388044052863436,1234,1135,P51827,0.531606858054226,1254,-119,Aff3,0.08810572597345372,0.07974481662876952
G5BF97,4.277440792905588,712,1917,Q64511,2.640477047146407,1612,305,Top2b,0.0521648399758678,0.06203473817981387
G5BS16,2.9463031161473086,2903,706,Q7TMQ7,2.855228609625664,748,-42,Wdr91,0.14164306121958467,0.13368984039975484
G5BDY3,5.048394230769232,14035,104,P63030,6.1590733944954135,109,-5,Mpc1,0.9615384643942309,0.9174311901664954
G5B5F8,7.410490909090912,10626,275,Q5SWT3,8.891716666666667,300,-25,Slc25a35,0.36363637178014563,0.33333333814183336
G5B7S0,4.607104815864024,12627,353,Q99J64,7.149236151603503,343,10,Rbm43,0.28328611802549597,0.2915451938296646
G5C4C4,4.025834617664494,364,1687,A2AIV2,4.116081722805073,1811,-124,Virma,0.05927682508156565,0.05521811058552299
G5BI80,1.2300361702127653,2307,940,P58283,0.5854208675263778,853,87,Rnf216,0.10638298081959893,0.11723329407600717
G5BNB3,1.4230475059382421,1045,1263,Q8VHK1,1.6071490424646129,1201,62,Caskin2,0.07917656407181611,0.08326394825209843
G5AVC2,2.523996138996142,3145,777,Q69ZB8,1.6933464837049739,1166,-389,Zcchc2,0.12870012802437594,0.08576329343437325
G5AL00,0.5654472087378644,2005,1648,A2ADM8,0.9403255528255527,1628,20,Zfp831,0.06067961072963227,0.061425061417205405
G5BQ92,5.292167138810199,7894,353,Q9DCA5,5.420076487252128,353,0,Brix1,0.2832861166381586,0.28328612706354955
G5BI35,5.981892473118279,14570,93,Q9D581,7.722371212121213,132,-39,Efcab10,1.075268823591398,0.7575757707166667
G5C0L3,0.9455798319327731,1205,1071,Q5DTH5,0.577471402214022,1084,-13,Tshz1,0.09337068102937443,0.09225092144622701
G5BJ77,4.247204322200397,4827,509,P09103,5.403913555992145,509,0,P4hb,0.19646367507268372,0.1964636534780726
G5BLS1,5.8762619502868025,5580,523,Q3TYD4,5.6617790476190555,525,-2,Arsg,0.1912045832117915,0.19047619201517865
G5BMU7,0.8626775956284148,12650,183,Q9D2X0,0.6694590163934426,183,0,Ankrd39,0.546448094102732,0.5464480927469948
G5C6F8,1.1269235602094236,1466,955,Q569Z6,0.46350157728706626,951,4,Thrap3,0.10471204205772751,0.10515246995117367
G5B0R9,0.6512993630573248,5238,471,P14733,1.3458792517006803,588,-117,Lmnb1,0.212314223124416,0.17006802802142856
G5BC01,6.179314091680814,4588,589,Q9D417,6.433173174872669,589,0,Fbxo24,0.16977928489327174,0.1697792845525252
G5APG8,0.8948390557939916,6288,466,Q60779,0.4302196652719663,478,-12,Gas8,0.2145922726047212,0.20920502255192472
G5AW69,3.020470031545744,1473,951,Q8CIM8,3.0649076763485463,964,-13,Ints4,0.10515247331375444,0.10373443942435899
G5BRT1,2.991538071065989,6565,394,A2ADY9,2.591771929824561,399,-5,Ddi2,0.253807112007081,0.25062656770978226
G5BFV5,2.1971205211726392,8802,307,Q9Z204,2.1521693290734825,313,-6,Hnrnpc,0.3257329023522639,0.31948881538906154
G5AY99,7.090511373209775,1218,1187,Q8C2E7,8.813965487489217,1159,28,Washc5,0.08424599767646501,0.08628127843156426
G5AVG4,0.3153855421686747,14640,83,F7CCV5,5.764840425531912,94,-11,Gm3443,1.2048192759036143,1.0638297855256382
G5BPS6,0.3781769547325104,4965,486,Q9WVE8,0.838565843621399,486,0,Pacsin2,0.20576131662757216,0.20576131631829234
G5BKI0,8.764981949458486,7030,554,Q3UE31,8.505940594059403,404,150,,0.18050541884551446,0.24752475255529438
G5C7G7,4.789542483660129,6955,459,Q9D5Z5,4.501863228699551,446,13,Mss51,0.2178649244917213,0.2242152457842153
G5BHI4,3.904610421836232,9539,403,Q99LC3,2.4047211267605646,355,48,Ndufa10,0.24813898047630278,0.2816901433735774
G5B4R1,1.8070897703549063,4939,479,Q3UNW5,3.172012526096032,479,0,Tfcp2l1,0.20876826323434242,0.20876826591660536
G5BNT5,1.936575539568346,1919,973,Q9CSB4,1.8950133000831255,1203,-230,Pard3b,0.1027749222944615,0.08312551928126086
G5BF49,0.38447993827160487,3725,648,Q7TSI0,0.9496180758017491,686,-38,Znf12,0.15432098684981468,0.14577259496141845
G5BD00,4.363974244120939,1832,893,Q922D8,4.174619251336898,935,-42,Mthfd1,0.11198209215326643,0.1069518719399675
G5B978,6.486373507057549,4366,921,Q3UEN2,7.010980920314259,891,30,Shld2,0.10857763200714944,0.1122334451316749
G5C0R6,4.336999044890163,2216,1047,Q8BVG4,5.445548723897906,862,185,Dpp9,0.0955109846726792,0.11600927974157157
G5ATH0,3.4630200000000007,8282,350,Q9EPK2,4.372752161383282,347,3,Rp2,0.28571428653317155,0.2881844340622365
G5C6F6,5.12688888888889,12097,180,O55013,5.383683333333336,180,0,Trappc3,0.5555555341252224,0.5555555631272887
G5BZ02,1.1681758241758244,8158,364,Q9ERP3,1.0188360655737703,366,-2,Trim54,0.27472527173068667,0.2732240561568225
G5BFB9,4.167910236220475,322,2540,E9Q2C0,5.237887542597508,2641,-101,Cfap46,0.039370078844388624,0.03786444542061866
